sample_id,idFinal,grupo,motivo,model_key,prompt_type,ruleset,gen_temperature,gen_top_p,gen_repetition_penalty,gen_max_new_tokens,source_text,reference_text,generated_text,sari,bertscore_f1,rougeL_f,compression_ratio_eval,exact_copy
3481,130_LibroUAC_Sincopyright.pdf,C_estructurales,Evolución temporal con cifras.,llama3,few-shot,R0,0.2,0.85,1.1,256.0,"En sus comienzos cada moneda valía alrededor de $300, a fines de 2019 llega a $15.000 y continúa con alzas y bajas.","Al inicio, cada moneda valía casi trescientos pesos. A fines de dos mil diecinueve llegó a quince mil pesos. Sigue con alzas y bajas.","En un principio, cada moneda valía aproximadamente $300. A finales de 2019, su valor aumentó a $15.000 y desde entonces ha experimentado variaciones en su precio.",36.54103695741863,0.7487268447875977,0.30188679245283023,1.173913043478261,0
3703,884_LibroUAC_Sincopyright.pdf,C_estructurales,Ley + fechas + porcentaje.,llama3,few-shot,R0,0.2,0.85,1.1,256.0,"La Ley N.133 de febrero 2019 indica que la tasa de retención aumentará progresivamente, de 10 % en 2018 hasta llegar a 17 % en 2028.",Según la Ley ciento treinta y tres de febrero dos mil diecinueve indica que la tasa de retención aumentará progresivamente. De diez por ciento en dos mil dieciocho hasta llegar a diecisiete en dos mil veintiocho.,La tasa de retención aumentará gradualmente desde el 10% en 2018 hasta alcanzar el 17% en 2028.,33.994883655272936,0.705517053604126,0.32142857142857145,0.68,0
224,11653_LibroBAC.pdf,D_complejos,Lista de preguntas,llama3,few-shot,R0,0.2,0.85,1.1,256.0,"Antes de adquirir un crédito y por consiguiente una deuda, hágase las siguientes preguntas: ¿Realmente necesito este artículo ahora o puedo esperar hasta ahorrar el dinero necesario para adquirirlo?, ¿Puedo calificar para el crédito?, ¿Cuál es la tasa de interés?, ¿Hay costos adicionales?, ¿Cuánto es el pago mensual y cuándo se vence?, ¿Tengo capacidad financiera para afrontar el crédito  Puedo pagar el crédito?, ¿Qué pasaría si no realizo los pagos a tiempo?, ¿Cuál sería el costo extra por utilizar el crédito?, ¿Qué tengo que sacrificar para pagar el crédito (costo de oportunidad)? , Tomando en cuenta todo lo anterior, ¿vale la pena utilizar el crédito?","Hágase las siguientes preguntas antes de adquirir un crédito: ¿necesito este artículo ahora o puedo esperar hasta ahorrar el dinero para adquirirlo? ¿Califico para el crédito? ¿Cuál es la tasa de interés? ¿Hay costos adicionales? ¿Cuánto es el pago mensual y cuándo vence? ¿Puedo pagar el crédito? ¿Qué pasaría si no pago a tiempo? ¿Cuál sería el costo extra por utilizar el crédito? ¿Qué debo sacrificar para pagar el crédito? Según todo lo anterior, ¿utilizar el crédito es conveniente?","Antes de tomar un préstamo y incurrir en una deuda, pregúntese: ¿Necesito este artículo ahora o puedo esperar a ahorrar el dinero necesario? ¿Puedo calificar para el préstamo? ¿Cuál es la tasa de interés? ¿Hay costos adicionales? ¿Cuánto es el pago mensual y cuándo se vence? ¿Tengo capacidad financiera para pagar el préstamo? ¿Qué pasaría si no realizo los pagos a tiempo? ¿Valdrá la pena utilizar el crédito después de considerar todos estos factores?",48.7703414528715,0.8578001260757446,0.5524861878453039,0.7115384615384616,0
1765,5125_LibroBAC.pdf,D_complejos,Texto histórico-conceptual denso.,llama3,few-shot,R0,0.2,0.85,1.1,256.0,"Thomas Mun fue el mejor exponente de las ideas predominantes en los siglos XV y XVI y en una serie de sesudas admoniciones aconsejaba a la gente cultivar las tierras baldías, reducir el consumo de géneros extranjeros y los frívolos cambios de moda; procurar mantener en alza los precios de los artículos vendibles al extranjero y reducirlos cuando sostuvieran una competencia eficaz, además de otras medidas relacionadas con fletes, embodegamiento de mercancías, etc.","Thomas Mun fue el mejor exponente de las ideas predominantes en los siglos quince y dieciséis. Él aconsejaba a las personas cultivar las tierras baldías, reducir el consumo de mercancía extranjera y no seguir los superficiales cambios de moda. También aconsejaba mantener los precios en aumento de los artículos vendibles al extranjero y reducirlos cuando tuvieran una competencia eficaz. Además, sugería otras medidas relacionadas con fletes, almacenamiento de mercancías, etcétera.","Thomas Mun fue un economista que en el siglo XVI recomendaba a la gente cultivar tierras desiertas, reducir el consumo de productos extranjeros y mantener los precios de los artículos vendibles al extranjero. También sugería otras medidas para mejorar la economía, como reducir impuestos y controlar el comercio.",39.21922642968562,0.8220508694648743,0.3969465648854962,0.6575342465753424,0
3508,203b_LibroUAC_Sincopyright.pdf,D_complejos,Texto ideológico/económico más cargado.,llama3,few-shot,R0,0.2,0.85,1.1,256.0,"El modelo económico que prevalece en el mundo occidental, desde la segunda mitad del siglo XX, es el de la economía de mercados cuyos principales exponentes fueron el economista austríaco, Friedrich von Hayek, y el estadounidense Milton Friedman, ambos defensores del liberalismo económico, modelo ideológico que nació en la denominada «escuela austríaca», a comienzos del 1900, y que posteriormente fue adoptado y expandido por la Universidad de Chicago.",El modelo económico sobresaliente en Occidente es el de la economía de mercados. Sus promotores fueron El austríaco Friedrich von Hayek y el estadounidense Milton Friedman. Quienes defendían el liberalismo económico surgido de la escuela austriaca a comienzos de mil novecientos.,"El modelo económico occidental desde mediados del siglo XX es el de economía de mercado. Dos exponentes clave son Friedrich von Hayek y Milton Friedman, defensores del liberalismo económico que surgió en la escuela austríaca en el 1900 y se expandió por la Universidad de Chicago.",41.41427929966113,0.8230791091918945,0.4583333333333333,0.6764705882352942,0
2523,282a_LibroNEFE_Sincopyright.pdf,D_complejos,Enumeración larga con información personal/crediticia.,llama3,few-shot,R0,0.2,0.85,1.1,256.0,"Además de tus datos personales (nombre, dirección, fecha de nacimiento, número de Seguro Social) y tu información laboral, el informe contiene: tu nivel de endeudamiento; si hiciste los pagos en fecha; si tienes algún préstamo para el que no hayas hecho ningún pago; cuánto tiempo has usado crédito; el monto de crédito que tienes a disposición; el monto de crédito que estás usando en todas tus cuentas de crédito; si alguna de tus cuentas se ha pasado a cobros; si te has declarado en quiebra en los últimos 7 a 10 años; si te han embargado; si tienes facturas impagas, por ejemplo, facturas de servicios públicos o de gastos médicos; consultas sobre tu crédito realizadas por terceros (por ejemplo, arrendadores y entidades crediticias a quienes les solicitaste crédito).","El informe contiene tus datos personales, tu información laboral, tu nivel de endeudamiento. Si hiciste los pagos puntualmente. Si no has pagado algún préstamo. El tiempo de tener crédito y el monto. Si alguna de tus cuentas se ha pasado a cobros. Si te has declarado en quiebra en los últimos siete o diez años. Si te embargaron, entre otros.","Además de tus datos personales y laborales, el informe contiene información sobre tu endeudamiento, pagos, préstamos, uso de crédito, montos disponibles y usados, cobros pendientes, quiebra, embargo y facturas impagas.",36.27287191571184,0.7466977834701538,0.303030303030303,0.234375,0
3690,843_LibroUAC_Sincopyright.pdf,D_complejos,Tabla/ley/tasas/categorías,llama3,few-shot,R0,0.2,0.85,1.1,256.0,"La clasificación y las tasas de la ley de renta vigente durante 2019 se resumen a continuación: categorías del impuesto a la renta categorías tipos de rentas tasas de impuesto afecta a primera categoría rentas del capital tasa general de 25 % o 27,5 % las utilidades de empresas e inversiones de personas segunda categoría rentas del trabajo progresiva por tramos(desde 0 % a 40 %)los ingresos de trabajadores dependientes y pensionados impuesto global complementario suma de todas las rentas progresiva por tramos (desde 0 % a 40 %),menos los impuestos de primera y segunda categorías pagados todas las rentas (del capital y del trabajo) de las personas 
impuesto adicional rentas de no residentes (extranjeros)tasa de 35 % las transferencias fuera del país.","A continuación, resumimos la clasificación y las tasas de la Ley de Renta vigente en dos mil diecinueve: Categorías del impuesto a la renta.                        Primera categoría tiene una tasa general de veinticinco o veintisiete coma cinco por ciento de las ganancias de empresas e inversiones de personas. Segunda categoría son las rentas del trabajo progresivo por tramos desde cero a cuarenta por ciento. Los ingresos de trabajadores dependientes y pensionados.                                              El impuesto global complementario es la suma de todas las rentas progresiva por tramos menos los impuestos de primera y segunda categorías pagados.  El impuesto adicional de rentas de extranjeros tiene una tasa de treinta y cinco por ciento las transferencias fuera del país.","La clasificación y tasas del impuesto a la renta para el año 2019 son:

* Primera categoría: Rentas del capital, con una tasa general de 25% o 27.5%.
* Segunda categoría: Rentas del trabajo, con un impuesto progresivo por tramos (desde 0% a 40%) para los ingresos de trabajadores dependientes y pensionados.
* Impuesto global complementario: La suma de todas las rentas, con un impuesto progresivo por tramos (desde 0% a 40%), menos los impuestos pagados en primera y segunda categorías.
* Impuesto adicional: Rentas de no residentes (extranjeros), con una tasa del 35%.",41.26093893937463,0.788246750831604,0.5806451612903226,0.7520661157024794,0
2088,1872_LibroBAC.pdf,A_cortos,"Muy corto, sustitución léxica clara.",llama3,few-shot,R0,0.3,0.9,1.15,256.0,La comunidad humana más antigua ha sido denominada horda primitiva.,La comunidad humana más antigua se llamó tribu.,La comunidad humana más antigua se llama horda primitiva.,67.76094276094277,0.9127476811408997,0.7368421052631577,0.9,0
2976,881_LibroNEFE_Sincopyright.pdf,A_cortos,Corto con dinero/cantidad.,llama3,few-shot,R0,0.3,0.9,1.15,256.0,"Prueba a poner en un sobre o frasco $1 por día, más las monedas del cambio.",Pon en un sobre un dólar diario más las monedas del vuelto.,Prueba a guardar cada día una moneda de $1 y también el dinero del cambio.,26.713506028022156,0.7716271281242371,0.12903225806451615,0.9375,0
3430,2692_LibroUide_Sincopyright.pdf,A_cortos,Frase conceptual simple de negocios.,llama3,few-shot,R0,0.3,0.9,1.15,256.0,Uno de los problemas más importantes en los negocios es la asignación de precios a los productos.,Asignar precios a los productos es un problema importante en las empresas.,Uno de los desafíos más grandes en el mundo empresarial es determinar los precios correctos para sus productos.,34.08756424529884,0.8076390624046326,0.125,1.0588235294117647,0
3679,829_LibroUAC_Sincopyright.pdf,A_cortos,Corto con número e IVA.,llama3,few-shot,R0,0.3,0.9,1.15,256.0,"El resultado será 190, o sea, el IVA del kilo de pan es de $190.","El resultado será ciento noventa. Es decir, el impuesto al valor agregado del kilo de pan son ciento noventa pesos.",El costo total por kilogramo de pan es de $190.,27.581284050582298,0.7319886088371277,0.2,0.6666666666666666,0
3145,1045_LibroUide_Sincopyright.pdf,A_cortos,Corto con proporción financiera.,llama3,few-shot,R0,0.3,0.9,1.15,256.0,"Por cada $100 facturados, la compañía gasta $2.20 en intereses.",La empresa gasta dos dólares con veinte centavos por cada cien dólares facturados.,La empresa gastaría $2.20 por cada $100 de ventas en intereses.,32.937457279562544,0.7877342700958252,0.28571428571428575,1.0909090909090908,0
507,562_LibroUAC_Sincopyright.pdf,B_medianos,Porcentajes y rentabilidad.,llama3,few-shot,R0,0.3,0.9,1.15,256.0,"En general, se dice que la rentabilidad normal de una inversión en países desarrollados fluctúa, en promedio, entre el 6 % y el 8 % anual.","Generalmente, la rentabilidad normal de una inversión en países desarrollados varía entre el seis por ciento y el ocho por ciento anual.",La rentabilidad normal de una inversión en países desarrollados varía entre un 6% y un 8% al año.,63.63190971930809,0.8993546366691589,0.6382978723404256,0.75,0
1756,5100_LibroBAC.pdf,B_medianos,Redacción abstracta/institucional.,llama3,few-shot,R0,0.3,0.9,1.15,256.0,En virtud de estas y otras reflexiones fue que se diseñó este capítulo en el marco del Libro Maestro de la cual forma parte sustantiva.,Debido a estas y otras reflexiones se diseñó este capítulo que forma parte fundamental del presente libro maestro de educación financiera.,Este capítulo fue creado como resultado de estas ideas y otros pensamientos importantes.,32.764534345284666,0.7459909319877625,0.2162162162162162,0.52,0
3093,875_LibroUide_Sincopyright.pdf,B_medianos,Definición contable.,llama3,few-shot,R0,0.3,0.9,1.15,256.0,"Las cuentas de activo reflejan aquello que posee la organización, independientemente de cómo se haya financiado.",Las cuentas de activo evidencian las pertenencias de la empresa. No importa cómo se financiaron.,"Las cuentas de activo muestran lo que una organización tiene, sin importar cómo fue obtenido.",59.61199294532628,0.8329848647117615,0.3636363636363636,0.9375,0
3192,1202_LibroUide_Sincopyright.pdf,B_medianos,"Relación de pasivo/activo, útil para precisión.",llama3,few-shot,R0,0.3,0.9,1.15,256.0,"Por cada dólar de pasivo corriente, la compañía cuenta con 93 centavos de dólar en activos corrientes súper líquidos.",La empresa tiene noventa y tres centavos de dólar en activos corrientes súper líquidos por dólar de pasivo corriente.,"Por cada dólar de pasivo, la empresa tiene 93 centavos de dólares en activos líquidos.",37.15814458781791,0.8458457589149475,0.4878048780487805,0.7894736842105263,0
3525,230_LibroUAC_Sincopyright.pdf,B_medianos,Dato económico con cifra.,llama3,few-shot,R0,0.3,0.9,1.15,256.0,"Posee la renta per cápita más alta de Latinoamérica, con alrededor de US$25.000 por habitante (según datos de 2019).",Tiene la renta per cápita más alta de Latinoamérica. Con casi veinticinco mil dólares estadounidenses por habitante.,"La renta per cápita en América Latina es la más alta, con unos $25.000 por persona (datos de 2019).",37.36832149677778,0.7803374528884888,0.4545454545454545,0.9523809523809523,0
3627,725_LibroUAC_Sincopyright.pdf,C_estructurales,Explicación con fórmula verbal.,llama3,few-shot,R0,0.3,0.9,1.15,256.0,Muestra lo que la empresa gana o pierde en un período y explica mediante la fórmula de «ingresos  (costos + gastos)» cómo se ha producido ese resultado.,Presenta las ganancias o pérdidas de la empresa en un período. Y explica cómo se dio ese resultado.,"La empresa obtiene su ganancia o pérdida en un período y lo muestra explicando mediante la fórmula ""ingresos - (costos + gastos"" cómo se logró ese resultado.",44.84968801700211,0.8403406739234924,0.48000000000000004,0.9615384615384616,0
3206,1255_LibroUide_Sincopyright.pdf,C_estructurales,Dos conceptos técnicos en una sola oración.,llama3,few-shot,R0,0.3,0.9,1.15,256.0,"Así como el estado de resultados se orienta a mostrar la solvencia de la operación, el EFE se orienta a analizar la liquidez de la misma (Ross, Westerfield, & Bradford, 2018).",El estado de resultados evidencia la solvencia de la operación. El estado de flujo de efectivo analiza la liquidez de la operación.,"El EFE (Enterprise Fund Evaluation) se utiliza para evaluar la liquidez de una empresa, lo mismo que el estado de resultados muestra su solvencia.",48.83464259392223,0.7751989960670471,0.25,0.8,0
329,17510_LibroBAC.pdf,C_estructurales,Definición tipo glosario.,llama3,few-shot,R0,0.3,0.9,1.15,256.0,"Arancel: tarifa oficial que determina los derechos que se deben pagar en varios ramos, como el de costas judiciales, aduanas, ferrocarriles, etc. Tasa, valoración, norma, ley.","El arancel es una tarifa oficial y determina los derechos a pagar en varios sectores, como costas judiciales, aduanas, ferrocarriles, entre otros. También se le llama tasa, valoración, norma o ley.","Arancel es una tarifa oficial que se cobra por diferentes servicios, como los derechos judiciales, aduanas y ferrocarriles, entre otros.",45.488691566343505,0.8598486185073853,0.4528301886792453,0.7692307692307693,0
3481,130_LibroUAC_Sincopyright.pdf,C_estructurales,Evolución temporal con cifras.,llama3,few-shot,R0,0.3,0.9,1.15,256.0,"En sus comienzos cada moneda valía alrededor de $300, a fines de 2019 llega a $15.000 y continúa con alzas y bajas.","Al inicio, cada moneda valía casi trescientos pesos. A fines de dos mil diecinueve llegó a quince mil pesos. Sigue con alzas y bajas.","En un principio, cada criptomoneda valía unos $300. A finales de 2019, su valor alcanzó los $15.000 y desde entonces ha experimentado variaciones en su precio.",30.51425669846722,0.726573646068573,0.2264150943396226,1.173913043478261,0
3703,884_LibroUAC_Sincopyright.pdf,C_estructurales,Ley + fechas + porcentaje.,llama3,few-shot,R0,0.3,0.9,1.15,256.0,"La Ley N.133 de febrero 2019 indica que la tasa de retención aumentará progresivamente, de 10 % en 2018 hasta llegar a 17 % en 2028.",Según la Ley ciento treinta y tres de febrero dos mil diecinueve indica que la tasa de retención aumentará progresivamente. De diez por ciento en dos mil dieciocho hasta llegar a diecisiete en dos mil veintiocho.,La tasa de retención aumentará gradualmente desde el 10% en 2018 hasta alcanzar el 17% en 2028.,33.994883655272936,0.705517053604126,0.32142857142857145,0.68,0
224,11653_LibroBAC.pdf,D_complejos,Lista de preguntas,llama3,few-shot,R0,0.3,0.9,1.15,256.0,"Antes de adquirir un crédito y por consiguiente una deuda, hágase las siguientes preguntas: ¿Realmente necesito este artículo ahora o puedo esperar hasta ahorrar el dinero necesario para adquirirlo?, ¿Puedo calificar para el crédito?, ¿Cuál es la tasa de interés?, ¿Hay costos adicionales?, ¿Cuánto es el pago mensual y cuándo se vence?, ¿Tengo capacidad financiera para afrontar el crédito  Puedo pagar el crédito?, ¿Qué pasaría si no realizo los pagos a tiempo?, ¿Cuál sería el costo extra por utilizar el crédito?, ¿Qué tengo que sacrificar para pagar el crédito (costo de oportunidad)? , Tomando en cuenta todo lo anterior, ¿vale la pena utilizar el crédito?","Hágase las siguientes preguntas antes de adquirir un crédito: ¿necesito este artículo ahora o puedo esperar hasta ahorrar el dinero para adquirirlo? ¿Califico para el crédito? ¿Cuál es la tasa de interés? ¿Hay costos adicionales? ¿Cuánto es el pago mensual y cuándo vence? ¿Puedo pagar el crédito? ¿Qué pasaría si no pago a tiempo? ¿Cuál sería el costo extra por utilizar el crédito? ¿Qué debo sacrificar para pagar el crédito? Según todo lo anterior, ¿utilizar el crédito es conveniente?","Antes de tomar un préstamo y incurrir en una deuda, pregúntese estas cosas: ¿Necesito este artículo ahora o puedo esperar a ahorrar el dinero necesario? ¿Puedo calificar para el crédito? ¿Cuál es la tasa de interés? ¿Hay costos adicionales? ¿Cuánto cuesta al mes y cuándo se vence? ¿Tengo capacidad financiera para pagar el préstamo? ¿Qué pasaría si no pago a tiempo? ¿Cuál sería el costo extra por utilizar el crédito? ¿Qué tengo que sacrificar para pagar el préstamo (costo de oportunidad)? Luego, evalúe todo esto y pregúntese: ¿vale la pena tomar este préstamo?",53.37929196516376,0.8675711154937744,0.6146341463414634,0.8942307692307693,0
1765,5125_LibroBAC.pdf,D_complejos,Texto histórico-conceptual denso.,llama3,few-shot,R0,0.3,0.9,1.15,256.0,"Thomas Mun fue el mejor exponente de las ideas predominantes en los siglos XV y XVI y en una serie de sesudas admoniciones aconsejaba a la gente cultivar las tierras baldías, reducir el consumo de géneros extranjeros y los frívolos cambios de moda; procurar mantener en alza los precios de los artículos vendibles al extranjero y reducirlos cuando sostuvieran una competencia eficaz, además de otras medidas relacionadas con fletes, embodegamiento de mercancías, etc.","Thomas Mun fue el mejor exponente de las ideas predominantes en los siglos quince y dieciséis. Él aconsejaba a las personas cultivar las tierras baldías, reducir el consumo de mercancía extranjera y no seguir los superficiales cambios de moda. También aconsejaba mantener los precios en aumento de los artículos vendibles al extranjero y reducirlos cuando tuvieran una competencia eficaz. Además, sugería otras medidas relacionadas con fletes, almacenamiento de mercancías, etcétera.","Thomas Mun fue un economista que en el siglo XVI recomendaba a la gente cultivar tierras baldías, reducir gastos y mantener los precios altos para exportaciones. También sugería otras medidas como controlar fletes y almacenamiento de mercancías.",34.606304536594656,0.8335636854171753,0.38333333333333336,0.5068493150684932,0
3508,203b_LibroUAC_Sincopyright.pdf,D_complejos,Texto ideológico/económico más cargado.,llama3,few-shot,R0,0.3,0.9,1.15,256.0,"El modelo económico que prevalece en el mundo occidental, desde la segunda mitad del siglo XX, es el de la economía de mercados cuyos principales exponentes fueron el economista austríaco, Friedrich von Hayek, y el estadounidense Milton Friedman, ambos defensores del liberalismo económico, modelo ideológico que nació en la denominada «escuela austríaca», a comienzos del 1900, y que posteriormente fue adoptado y expandido por la Universidad de Chicago.",El modelo económico sobresaliente en Occidente es el de la economía de mercados. Sus promotores fueron El austríaco Friedrich von Hayek y el estadounidense Milton Friedman. Quienes defendían el liberalismo económico surgido de la escuela austriaca a comienzos de mil novecientos.,"El modelo económico dominante en el mundo occidental desde mediados del siglo XX es la economía de mercado. Dos exponentes clave son Friedrich von Hayek y Milton Friedman, ambos defensores del liberalismo económico que surgió en la escuela austríaca en el 1900 y se expandió por la Universidad de Chicago.",38.27882803131025,0.82154381275177,0.44000000000000006,0.7352941176470589,0
2523,282a_LibroNEFE_Sincopyright.pdf,D_complejos,Enumeración larga con información personal/crediticia.,llama3,few-shot,R0,0.3,0.9,1.15,256.0,"Además de tus datos personales (nombre, dirección, fecha de nacimiento, número de Seguro Social) y tu información laboral, el informe contiene: tu nivel de endeudamiento; si hiciste los pagos en fecha; si tienes algún préstamo para el que no hayas hecho ningún pago; cuánto tiempo has usado crédito; el monto de crédito que tienes a disposición; el monto de crédito que estás usando en todas tus cuentas de crédito; si alguna de tus cuentas se ha pasado a cobros; si te has declarado en quiebra en los últimos 7 a 10 años; si te han embargado; si tienes facturas impagas, por ejemplo, facturas de servicios públicos o de gastos médicos; consultas sobre tu crédito realizadas por terceros (por ejemplo, arrendadores y entidades crediticias a quienes les solicitaste crédito).","El informe contiene tus datos personales, tu información laboral, tu nivel de endeudamiento. Si hiciste los pagos puntualmente. Si no has pagado algún préstamo. El tiempo de tener crédito y el monto. Si alguna de tus cuentas se ha pasado a cobros. Si te has declarado en quiebra en los últimos siete o diez años. Si te embargaron, entre otros.","Además de tus datos personales y laborales, el informe contiene información sobre tu endeudamiento, pagos fechados o pendientes, préstamos sin pago, uso de crédito, disponibilidad de crédito, uso actual de crédito en todas las cuentas, cobros pasados, quiebra declarada, embargo, facturas impagas y consultas crediticias realizadas por terceros.",35.489352317493505,0.7394994497299194,0.2689075630252101,0.375,0
3690,843_LibroUAC_Sincopyright.pdf,D_complejos,Tabla/ley/tasas/categorías,llama3,few-shot,R0,0.3,0.9,1.15,256.0,"La clasificación y las tasas de la ley de renta vigente durante 2019 se resumen a continuación: categorías del impuesto a la renta categorías tipos de rentas tasas de impuesto afecta a primera categoría rentas del capital tasa general de 25 % o 27,5 % las utilidades de empresas e inversiones de personas segunda categoría rentas del trabajo progresiva por tramos(desde 0 % a 40 %)los ingresos de trabajadores dependientes y pensionados impuesto global complementario suma de todas las rentas progresiva por tramos (desde 0 % a 40 %),menos los impuestos de primera y segunda categorías pagados todas las rentas (del capital y del trabajo) de las personas 
impuesto adicional rentas de no residentes (extranjeros)tasa de 35 % las transferencias fuera del país.","A continuación, resumimos la clasificación y las tasas de la Ley de Renta vigente en dos mil diecinueve: Categorías del impuesto a la renta.                        Primera categoría tiene una tasa general de veinticinco o veintisiete coma cinco por ciento de las ganancias de empresas e inversiones de personas. Segunda categoría son las rentas del trabajo progresivo por tramos desde cero a cuarenta por ciento. Los ingresos de trabajadores dependientes y pensionados.                                              El impuesto global complementario es la suma de todas las rentas progresiva por tramos menos los impuestos de primera y segunda categorías pagados.  El impuesto adicional de rentas de extranjeros tiene una tasa de treinta y cinco por ciento las transferencias fuera del país.","La clasificación y tasas del impuesto a la renta para el año 2019 son:

* Primera categoría: Rentas del capital, con una tasa general de 25% o 27.5%.
* Segunda categoría: Rentas del trabajo, progresiva por tramos (desde 0% a 40%) para los ingresos de trabajadores dependientes y pensionados.
* Impuesto global complementario: La suma de todas las rentas, progresiva por tramos (desde 0% a 40%), menos los impuestos pagados en primera y segunda categoría.",41.9433700817471,0.7872225642204285,0.542713567839196,0.6033057851239669,0
2088,1872_LibroBAC.pdf,A_cortos,"Muy corto, sustitución léxica clara.",llama3,few-shot,R4,0.2,0.85,1.1,256.0,La comunidad humana más antigua ha sido denominada horda primitiva.,La comunidad humana más antigua se llamó tribu.,La comunidad humana más antigua se llama horda primitiva.,67.76094276094277,0.9127476811408997,0.7368421052631577,0.9,0
2976,881_LibroNEFE_Sincopyright.pdf,A_cortos,Corto con dinero/cantidad.,llama3,few-shot,R4,0.2,0.85,1.1,256.0,"Prueba a poner en un sobre o frasco $1 por día, más las monedas del cambio.",Pon en un sobre un dólar diario más las monedas del vuelto.,Prueba a guardar cada día una moneda de un dólar y también el cambio.,31.314544686493047,0.7818981409072876,0.1935483870967742,0.875,0
3430,2692_LibroUide_Sincopyright.pdf,A_cortos,Frase conceptual simple de negocios.,llama3,few-shot,R4,0.2,0.85,1.1,256.0,Uno de los problemas más importantes en los negocios es la asignación de precios a los productos.,Asignar precios a los productos es un problema importante en las empresas.,La asignación de precios a los productos es un problema importante en los negocios.,66.08908050079474,0.9302968978881836,0.6666666666666665,0.8235294117647058,0
3679,829_LibroUAC_Sincopyright.pdf,A_cortos,Corto con número e IVA.,llama3,few-shot,R4,0.2,0.85,1.1,256.0,"El resultado será 190, o sea, el IVA del kilo de pan es de $190.","El resultado será ciento noventa. Es decir, el impuesto al valor agregado del kilo de pan son ciento noventa pesos.",El precio total del kilo de pan incluyendo el IVA es de $190.,42.238715390889304,0.7304199934005737,0.30303030303030304,0.8666666666666667,0
3145,1045_LibroUide_Sincopyright.pdf,A_cortos,Corto con proporción financiera.,llama3,few-shot,R4,0.2,0.85,1.1,256.0,"Por cada $100 facturados, la compañía gasta $2.20 en intereses.",La empresa gasta dos dólares con veinte centavos por cada cien dólares facturados.,La empresa gasta $2.20 por cada $100 facturados en intereses.,34.37564499484004,0.8387348651885986,0.4615384615384615,1.0,0
507,562_LibroUAC_Sincopyright.pdf,B_medianos,Porcentajes y rentabilidad.,llama3,few-shot,R4,0.2,0.85,1.1,256.0,"En general, se dice que la rentabilidad normal de una inversión en países desarrollados fluctúa, en promedio, entre el 6 % y el 8 % anual.","Generalmente, la rentabilidad normal de una inversión en países desarrollados varía entre el seis por ciento y el ocho por ciento anual.",La rentabilidad normal de una inversión en países desarrollados varía entre un 6% y un 8% al año.,63.63190971930809,0.8993546366691589,0.6382978723404256,0.75,0
1756,5100_LibroBAC.pdf,B_medianos,Redacción abstracta/institucional.,llama3,few-shot,R4,0.2,0.85,1.1,256.0,En virtud de estas y otras reflexiones fue que se diseñó este capítulo en el marco del Libro Maestro de la cual forma parte sustantiva.,Debido a estas y otras reflexiones se diseñó este capítulo que forma parte fundamental del presente libro maestro de educación financiera.,Este es tu dinero.,28.576764216632757,0.6120375990867615,0.07407407407407408,0.16,0
3093,875_LibroUide_Sincopyright.pdf,B_medianos,Definición contable.,llama3,few-shot,R4,0.2,0.85,1.1,256.0,"Las cuentas de activo reflejan aquello que posee la organización, independientemente de cómo se haya financiado.",Las cuentas de activo evidencian las pertenencias de la empresa. No importa cómo se financiaron.,"Las cuentas de activo muestran lo que una organización tiene, sin importar cómo lo ha obtenido.",59.61199294532628,0.8207595944404602,0.35294117647058826,1.0,0
3192,1202_LibroUide_Sincopyright.pdf,B_medianos,"Relación de pasivo/activo, útil para precisión.",llama3,few-shot,R4,0.2,0.85,1.1,256.0,"Por cada dólar de pasivo corriente, la compañía cuenta con 93 centavos de dólar en activos corrientes súper líquidos.",La empresa tiene noventa y tres centavos de dólar en activos corrientes súper líquidos por dólar de pasivo corriente.,"Por cada dólar de deuda corriente, la empresa tiene 93 centavos de dólares en efectivo disponible.",30.824144928841807,0.8064022064208984,0.34146341463414637,0.8421052631578947,0
3525,230_LibroUAC_Sincopyright.pdf,B_medianos,Dato económico con cifra.,llama3,few-shot,R4,0.2,0.85,1.1,256.0,"Posee la renta per cápita más alta de Latinoamérica, con alrededor de US$25.000 por habitante (según datos de 2019).",Tiene la renta per cápita más alta de Latinoamérica. Con casi veinticinco mil dólares estadounidenses por habitante.,"La renta per cápita en Latinoamérica es la más alta, con unos $25.000 por persona (datos de 2019).",37.970401409202516,0.7886223196983337,0.46511627906976744,0.9047619047619048,0
3627,725_LibroUAC_Sincopyright.pdf,C_estructurales,Explicación con fórmula verbal.,llama3,few-shot,R4,0.2,0.85,1.1,256.0,Muestra lo que la empresa gana o pierde en un período y explica mediante la fórmula de «ingresos  (costos + gastos)» cómo se ha producido ese resultado.,Presenta las ganancias o pérdidas de la empresa en un período. Y explica cómo se dio ese resultado.,La empresa gana o pierde dinero en un período y esto se puede ver mediante una fórmula sencilla: ingresos menos costos y gastos.,39.698444462595404,0.7641040682792664,0.34782608695652173,0.8846153846153846,0
