experiment_id,run_ts,dataset_name,sample_id,model_name,ruleset_name,prompt_type,source_text,reference_text,generated_text,prompt_text,status,error_message,inference_seconds,input_chars,output_chars,input_words,output_words,flag_artifacts,flag_prompt_leak,flag_truncation,flag_generic,empty_output,compression_ratio,n_flags
exp_medium_batch_v1,20260308_155905,FEINA,3846_LibroBAC.pdf,llama3,R2,zero-shot,"Artículos como los altos hornos, las prensas cortadoras, los edificios, las computadoras, los camiones, los aviones y otras cosas parecidas se consideran capital; la palabra capital, muchas veces se usa para referirse al dinero, en un sentido bastante estrecho.","Artículos como los altos homos, las prensas cortadoras, los edificios, las computadoras, los camiones, los aviones y otros objetos similares se consideran capital. Aunque la palabra capital a veces se usa para referirse al dinero.","Cosas como hornos, prensas, edificios, computadoras, camiones y aviones se consideran importantes. La palabra ""importante"" se suele usar para referirse al dinero, pero en un sentido más amplio.","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.
Guía interna de simplificación: usa palabras comunes; evita tecnicismos innecesarios; reemplaza palabras difíciles por palabras simples; usa oraciones cortas; expresa una idea por oración; prefiere voz activa; divide oraciones largas.

Devuelve solo la versión final simplificada.

Texto:
Artículos como los altos hornos, las prensas cortadoras, los edificios, las computadoras, los camiones, los aviones y otras cosas parecidas se consideran capital; la palabra capital, muchas veces se usa para referirse al dinero, en un sentido bastante estrecho.

Versión simplificada:",success,,6.1773,261,193,39,28,False,False,False,False,False,0.717948717948718,0
exp_medium_batch_v1,20260308_155905,FEINA,3846_LibroBAC.pdf,mistral,R0,zero-shot,"Artículos como los altos hornos, las prensas cortadoras, los edificios, las computadoras, los camiones, los aviones y otras cosas parecidas se consideran capital; la palabra capital, muchas veces se usa para referirse al dinero, en un sentido bastante estrecho.","Artículos como los altos homos, las prensas cortadoras, los edificios, las computadoras, los camiones, los aviones y otros objetos similares se consideran capital. Aunque la palabra capital a veces se usa para referirse al dinero.","Artículos como hornos altos, prensas cortadoras, edificios, computadoras, camiones, aviones y similares se clasifican como capital. La palabra ""capital"" a menas se utiliza para referirse principalmente al dinero.

(Articles such as high furnaces, cutting presses, buildings, computers, trucks, airplanes and the like are classified as capital. The term ""capital"" is often used to refer specifically to money.)","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
Artículos como los altos hornos, las prensas cortadoras, los edificios, las computadoras, los camiones, los aviones y otras cosas parecidas se consideran capital; la palabra capital, muchas veces se usa para referirse al dinero, en un sentido bastante estrecho.

Versión simplificada:",success,,10.8772,261,409,39,57,False,False,False,False,False,1.4615384615384615,0
exp_medium_batch_v1,20260308_155905,FEINA,3846_LibroBAC.pdf,mistral,R2,zero-shot,"Artículos como los altos hornos, las prensas cortadoras, los edificios, las computadoras, los camiones, los aviones y otras cosas parecidas se consideran capital; la palabra capital, muchas veces se usa para referirse al dinero, en un sentido bastante estrecho.","Artículos como los altos homos, las prensas cortadoras, los edificios, las computadoras, los camiones, los aviones y otros objetos similares se consideran capital. Aunque la palabra capital a veces se usa para referirse al dinero.","Artículos como hornos altos, prensas cortadoras, edificios, computadoras, camiones, aviones y similares se llaman inversiones; a menudo, la palabra inversiones se refiere al dinero en un sentido muy específico.","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.
Guía interna de simplificación: usa palabras comunes; evita tecnicismos innecesarios; reemplaza palabras difíciles por palabras simples; usa oraciones cortas; expresa una idea por oración; prefiere voz activa; divide oraciones largas.

Devuelve solo la versión final simplificada.

Texto:
Artículos como los altos hornos, las prensas cortadoras, los edificios, las computadoras, los camiones, los aviones y otras cosas parecidas se consideran capital; la palabra capital, muchas veces se usa para referirse al dinero, en un sentido bastante estrecho.

Versión simplificada:",success,,4.2008,261,210,39,29,False,False,False,False,False,0.7435897435897436,0
exp_medium_batch_v1,20260308_155905,FEINA,5775_LibroBAC.pdf,llama3,R0,zero-shot,"Desde luego en este grupo puede haber categorías, clases o estratos.","Dentro de este grupo hay categorías, clases o estratos.",Hay diferentes niveles dentro de este grupo.,"Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
Desde luego en este grupo puede haber categorías, clases o estratos.

Versión simplificada:",success,,9.3226,68,44,11,7,False,False,False,False,False,0.6363636363636364,0
exp_medium_batch_v1,20260308_155905,FEINA,5775_LibroBAC.pdf,llama3,R2,zero-shot,"Desde luego en este grupo puede haber categorías, clases o estratos.","Dentro de este grupo hay categorías, clases o estratos.",Hay diferentes niveles dentro de este grupo.,"Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.
Guía interna de simplificación: usa palabras comunes; evita tecnicismos innecesarios; reemplaza palabras difíciles por palabras simples; usa oraciones cortas; expresa una idea por oración; prefiere voz activa; divide oraciones largas.

Devuelve solo la versión final simplificada.

Texto:
Desde luego en este grupo puede haber categorías, clases o estratos.

Versión simplificada:",success,,2.9539,68,44,11,7,False,False,False,False,False,0.6363636363636364,0
exp_medium_batch_v1,20260308_155905,FEINA,5775_LibroBAC.pdf,mistral,R0,zero-shot,"Desde luego en este grupo puede haber categorías, clases o estratos.","Dentro de este grupo hay categorías, clases o estratos.","En este grupo pueden existir diferentes categorías, clases o niveles.

(In this group there may be different categories, classes or levels.)","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
Desde luego en este grupo puede haber categorías, clases o estratos.

Versión simplificada:",success,,5.3254,68,140,11,21,False,False,False,False,False,1.9090909090909092,0
exp_medium_batch_v1,20260308_155905,FEINA,5775_LibroBAC.pdf,mistral,R2,zero-shot,"Desde luego en este grupo puede haber categorías, clases o estratos.","Dentro de este grupo hay categorías, clases o estratos.","En este grupo hay posiblemente categorías, clases o niveles.

(In this group there may be categories, classes or strata.)","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.
Guía interna de simplificación: usa palabras comunes; evita tecnicismos innecesarios; reemplaza palabras difíciles por palabras simples; usa oraciones cortas; expresa una idea por oración; prefiere voz activa; divide oraciones largas.

Devuelve solo la versión final simplificada.

Texto:
Desde luego en este grupo puede haber categorías, clases o estratos.

Versión simplificada:",success,,2.6247,68,121,11,19,False,False,False,False,False,1.7272727272727273,0
exp_medium_batch_v1,20260308_155905,FEINA,17825_LibroBAC.pdf,llama3,R0,zero-shot,Sistema económico: Forma de organización social y económica que los países adoptan en la solución del problema económico.,"Sistema económico, forma de organización social y económica que los países ponen en práctica para la solución del problema económico.",Un sistema económico es cómo un país organiza su economía para resolver problemas económicos.,"Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
Sistema económico: Forma de organización social y económica que los países adoptan en la solución del problema económico.

Versión simplificada:",success,,6.9221,121,93,18,14,False,False,False,False,False,0.7777777777777778,0
exp_medium_batch_v1,20260308_155905,FEINA,17825_LibroBAC.pdf,llama3,R2,zero-shot,Sistema económico: Forma de organización social y económica que los países adoptan en la solución del problema económico.,"Sistema económico, forma de organización social y económica que los países ponen en práctica para la solución del problema económico.",Sistema económico: Cómo un país organiza su economía para resolver problemas.,"Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.
Guía interna de simplificación: usa palabras comunes; evita tecnicismos innecesarios; reemplaza palabras difíciles por palabras simples; usa oraciones cortas; expresa una idea por oración; prefiere voz activa; divide oraciones largas.

Devuelve solo la versión final simplificada.

Texto:
Sistema económico: Forma de organización social y económica que los países adoptan en la solución del problema económico.

Versión simplificada:",success,,2.9149,121,77,18,11,False,False,False,False,False,0.6111111111111112,0
exp_medium_batch_v1,20260308_155905,FEINA,17825_LibroBAC.pdf,mistral,R0,zero-shot,Sistema económico: Forma de organización social y económica que los países adoptan en la solución del problema económico.,"Sistema económico, forma de organización social y económica que los países ponen en práctica para la solución del problema económico.",Sistema económico: Forma de solucionar problemas económicos adoptada por países.,"Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
Sistema económico: Forma de organización social y económica que los países adoptan en la solución del problema económico.

Versión simplificada:",success,,4.77,121,80,18,10,False,False,False,False,False,0.5555555555555556,0
exp_medium_batch_v1,20260308_155905,FEINA,17825_LibroBAC.pdf,mistral,R2,zero-shot,Sistema económico: Forma de organización social y económica que los países adoptan en la solución del problema económico.,"Sistema económico, forma de organización social y económica que los países ponen en práctica para la solución del problema económico.","Sistema económico: Forma de solucionar problemas económicos de los países.

[","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.
Guía interna de simplificación: usa palabras comunes; evita tecnicismos innecesarios; reemplaza palabras difíciles por palabras simples; usa oraciones cortas; expresa una idea por oración; prefiere voz activa; divide oraciones largas.

Devuelve solo la versión final simplificada.

Texto:
Sistema económico: Forma de organización social y económica que los países adoptan en la solución del problema económico.

Versión simplificada:",success,,4.0809,121,77,18,11,False,False,False,False,False,0.6111111111111112,0
exp_medium_batch_v1,20260308_155905,FEINA,150_LibroNEFE_Sincopyright.pdf,llama3,R0,zero-shot,"En los supermercados y farmacias, elegir productos propios del establecimiento o marcas genéricas en lugar de las marcas conocidas.","En los supermercados y farmacias, elegir productos fabricados por el propio establecimiento o marcas genéricas en lugar de las marcas conocidas.",Compre productos del supermercado o marcas genéricas en lugar de las marcas famosas.,"Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
En los supermercados y farmacias, elegir productos propios del establecimiento o marcas genéricas en lugar de las marcas conocidas.

Versión simplificada:",success,,6.1457,131,84,19,13,False,False,False,False,False,0.6842105263157895,0
exp_medium_batch_v1,20260308_155905,FEINA,150_LibroNEFE_Sincopyright.pdf,llama3,R2,zero-shot,"En los supermercados y farmacias, elegir productos propios del establecimiento o marcas genéricas en lugar de las marcas conocidas.","En los supermercados y farmacias, elegir productos fabricados por el propio establecimiento o marcas genéricas en lugar de las marcas conocidas.","En tiendas de comestibles y farmacias, elige productos del mismo lugar o marcas baratas en lugar de las famosas.","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.
Guía interna de simplificación: usa palabras comunes; evita tecnicismos innecesarios; reemplaza palabras difíciles por palabras simples; usa oraciones cortas; expresa una idea por oración; prefiere voz activa; divide oraciones largas.

Devuelve solo la versión final simplificada.

Texto:
En los supermercados y farmacias, elegir productos propios del establecimiento o marcas genéricas en lugar de las marcas conocidas.

Versión simplificada:",success,,4.8441,131,112,19,19,False,False,False,False,False,1.0,0
exp_medium_batch_v1,20260308_155905,FEINA,150_LibroNEFE_Sincopyright.pdf,mistral,R0,zero-shot,"En los supermercados y farmacias, elegir productos propios del establecimiento o marcas genéricas en lugar de las marcas conocidas.","En los supermercados y farmacias, elegir productos fabricados por el propio establecimiento o marcas genéricas en lugar de las marcas conocidas.","En supermercados y farmacias, comprar productos de la marca del lugar o genericos en lugar de las conocidas.","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
En los supermercados y farmacias, elegir productos propios del establecimiento o marcas genéricas en lugar de las marcas conocidas.

Versión simplificada:",success,,4.3275,131,108,19,18,False,False,False,False,False,0.9473684210526315,0
exp_medium_batch_v1,20260308_155905,FEINA,150_LibroNEFE_Sincopyright.pdf,mistral,R2,zero-shot,"En los supermercados y farmacias, elegir productos propios del establecimiento o marcas genéricas en lugar de las marcas conocidas.","En los supermercados y farmacias, elegir productos fabricados por el propio establecimiento o marcas genéricas en lugar de las marcas conocidas.","En supermercados y farmacias, comprar productos de la marca del lugar o genericos en lugar de las conocidas.

(In supermarkets and pharmacies, buy products from the store brand or generics instead of well-known brands.)","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.
Guía interna de simplificación: usa palabras comunes; evita tecnicismos innecesarios; reemplaza palabras difíciles por palabras simples; usa oraciones cortas; expresa una idea por oración; prefiere voz activa; divide oraciones largas.

Devuelve solo la versión final simplificada.

Texto:
En los supermercados y farmacias, elegir productos propios del establecimiento o marcas genéricas en lugar de las marcas conocidas.

Versión simplificada:",success,,3.1351,131,219,19,34,False,False,False,False,False,1.7894736842105263,0
exp_medium_batch_v1,20260308_155905,FEINA,837_LibroUide_Sincopyright.pdf,llama3,R0,zero-shot,"A través del desarrollo de los once capítulos con los que cuenta este documento, con una combinación de teoría y práctica, el lector podrá comprender la importancia de las finanzas, la relación que tiene con la contabilidad, las formas y aplicación del análisis financiero para la toma de decisiones, las formas de realizar análisis de inversión para aprobación de proyectos, y otros conceptos financieros; para desarrollar las competencias requeridas para la evaluación constante de los negocios y la planificación financiera personal.","En los once capítulos teóricos y prácticos de este documento, el lector entenderá la importancia de las finanzas, su relación con la contabilidad, las formas y aplicación del análisis financiero para decidir. También, cómo realizar un análisis de inversión y otros conceptos financieros. Esto para desarrollar competencias necesarias para la evaluación de los negocios y la planificación financiera personal.","Este documento te enseñará a entender las finanzas, cómo se relacionan con la contabilidad y cómo utilizar el análisis financiero para tomar decisiones. También aprenderás a analizar inversiones y aplanificar financieramente tu negocio y tu vida personal.","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
A través del desarrollo de los once capítulos con los que cuenta este documento, con una combinación de teoría y práctica, el lector podrá comprender la importancia de las finanzas, la relación que tiene con la contabilidad, las formas y aplicación del análisis financiero para la toma de decisiones, las formas de realizar análisis de inversión para aprobación de proyectos, y otros conceptos financieros; para desarrollar las competencias requeridas para la evaluación constante de los negocios y la planificación financiera personal.

Versión simplificada:",success,,6.8548,536,255,81,37,False,False,False,False,False,0.4567901234567901,0
exp_medium_batch_v1,20260308_155905,FEINA,837_LibroUide_Sincopyright.pdf,llama3,R2,zero-shot,"A través del desarrollo de los once capítulos con los que cuenta este documento, con una combinación de teoría y práctica, el lector podrá comprender la importancia de las finanzas, la relación que tiene con la contabilidad, las formas y aplicación del análisis financiero para la toma de decisiones, las formas de realizar análisis de inversión para aprobación de proyectos, y otros conceptos financieros; para desarrollar las competencias requeridas para la evaluación constante de los negocios y la planificación financiera personal.","En los once capítulos teóricos y prácticos de este documento, el lector entenderá la importancia de las finanzas, su relación con la contabilidad, las formas y aplicación del análisis financiero para decidir. También, cómo realizar un análisis de inversión y otros conceptos financieros. Esto para desarrollar competencias necesarias para la evaluación de los negocios y la planificación financiera personal.","Este documento tiene once capítulos que combinan teoría y práctica. Al leerlo, podrás entender cómo las finanzas se relacionan con la contabilidad y cómo hacer análisis financieros para tomar decisiones. También aprenderás a evaluar inversiones y planificar tu financiación personal.","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.
Guía interna de simplificación: usa palabras comunes; evita tecnicismos innecesarios; reemplaza palabras difíciles por palabras simples; usa oraciones cortas; expresa una idea por oración; prefiere voz activa; divide oraciones largas.

Devuelve solo la versión final simplificada.

Texto:
A través del desarrollo de los once capítulos con los que cuenta este documento, con una combinación de teoría y práctica, el lector podrá comprender la importancia de las finanzas, la relación que tiene con la contabilidad, las formas y aplicación del análisis financiero para la toma de decisiones, las formas de realizar análisis de inversión para aprobación de proyectos, y otros conceptos financieros; para desarrollar las competencias requeridas para la evaluación constante de los negocios y la planificación financiera personal.

Versión simplificada:",success,,6.5723,536,283,81,40,False,False,False,False,False,0.49382716049382713,0
exp_medium_batch_v1,20260308_155905,FEINA,837_LibroUide_Sincopyright.pdf,mistral,R0,zero-shot,"A través del desarrollo de los once capítulos con los que cuenta este documento, con una combinación de teoría y práctica, el lector podrá comprender la importancia de las finanzas, la relación que tiene con la contabilidad, las formas y aplicación del análisis financiero para la toma de decisiones, las formas de realizar análisis de inversión para aprobación de proyectos, y otros conceptos financieros; para desarrollar las competencias requeridas para la evaluación constante de los negocios y la planificación financiera personal.","En los once capítulos teóricos y prácticos de este documento, el lector entenderá la importancia de las finanzas, su relación con la contabilidad, las formas y aplicación del análisis financiero para decidir. También, cómo realizar un análisis de inversión y otros conceptos financieros. Esto para desarrollar competencias necesarias para la evaluación de los negocios y la planificación financiera personal.","En este documento de once capítulos, teoría y práctica se combinan para que el lector entienda la importancia de las finanzas, su relación con la contabilidad, cómo se utiliza el análisis financiero para tomar decisiones, cómo realizar análisis de inversión para aprobar proyectos y otras conceptos financieros. Esto ayuda a desarrollar las competencias necesarias para evaluar constantemente negocios y planificar financieramente personal.","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
A través del desarrollo de los once capítulos con los que cuenta este documento, con una combinación de teoría y práctica, el lector podrá comprender la importancia de las finanzas, la relación que tiene con la contabilidad, las formas y aplicación del análisis financiero para la toma de decisiones, las formas de realizar análisis de inversión para aprobación de proyectos, y otros conceptos financieros; para desarrollar las competencias requeridas para la evaluación constante de los negocios y la planificación financiera personal.

Versión simplificada:",success,,8.6634,536,440,81,62,False,False,False,False,False,0.7654320987654321,0
exp_medium_batch_v1,20260308_155905,FEINA,837_LibroUide_Sincopyright.pdf,mistral,R2,zero-shot,"A través del desarrollo de los once capítulos con los que cuenta este documento, con una combinación de teoría y práctica, el lector podrá comprender la importancia de las finanzas, la relación que tiene con la contabilidad, las formas y aplicación del análisis financiero para la toma de decisiones, las formas de realizar análisis de inversión para aprobación de proyectos, y otros conceptos financieros; para desarrollar las competencias requeridas para la evaluación constante de los negocios y la planificación financiera personal.","En los once capítulos teóricos y prácticos de este documento, el lector entenderá la importancia de las finanzas, su relación con la contabilidad, las formas y aplicación del análisis financiero para decidir. También, cómo realizar un análisis de inversión y otros conceptos financieros. Esto para desarrollar competencias necesarias para la evaluación de los negocios y la planificación financiera personal.","En este documento de once capítulos, te teoría y práctica combinados enseñan el valor de las finanzas, su relación con la contabilidad, cómo se utiliza el análisis financiero para tomar decisiones, cómo analizar inversiones para aprobar proyectos y otros conceptos financieros. Esto te ayudará a desarrollar las habilidades necesarias para evaluar constantemente negocios y planificar finanzas personales.","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.
Guía interna de simplificación: usa palabras comunes; evita tecnicismos innecesarios; reemplaza palabras difíciles por palabras simples; usa oraciones cortas; expresa una idea por oración; prefiere voz activa; divide oraciones largas.

Devuelve solo la versión final simplificada.

Texto:
A través del desarrollo de los once capítulos con los que cuenta este documento, con una combinación de teoría y práctica, el lector podrá comprender la importancia de las finanzas, la relación que tiene con la contabilidad, las formas y aplicación del análisis financiero para la toma de decisiones, las formas de realizar análisis de inversión para aprobación de proyectos, y otros conceptos financieros; para desarrollar las competencias requeridas para la evaluación constante de los negocios y la planificación financiera personal.

Versión simplificada:",success,,5.8301,536,405,81,57,False,False,False,False,False,0.7037037037037037,0
exp_medium_batch_v1,20260308_155905,FEINA,284_LibroNEFE_Sincopyright.pdf,llama3,R0,zero-shot,Los acreedores confían en la información crediticia para ver cómo has gestionado tus préstamos en el pasado y determinar qué posibilidades tienes de pagar un nuevo préstamo.,Los fiadores confían en la información crediticia para ver la gestión de tus préstamos y tus posibilidades para pagar un nuevo préstamo.,Los acreedores miran tu historial crediticio para saber cómo has pagado tus deudas pasadas y decidir si puedes pagar otro préstamo.,"Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
Los acreedores confían en la información crediticia para ver cómo has gestionado tus préstamos en el pasado y determinar qué posibilidades tienes de pagar un nuevo préstamo.

Versión simplificada:",success,,6.6539,173,131,27,21,False,False,False,False,False,0.7777777777777778,0
exp_medium_batch_v1,20260308_155905,FEINA,284_LibroNEFE_Sincopyright.pdf,llama3,R2,zero-shot,Los acreedores confían en la información crediticia para ver cómo has gestionado tus préstamos en el pasado y determinar qué posibilidades tienes de pagar un nuevo préstamo.,Los fiadores confían en la información crediticia para ver la gestión de tus préstamos y tus posibilidades para pagar un nuevo préstamo.,Los acreedores miran tu historial crediticio para saber cómo has pagado tus deudas pasadas y decidir si puedes pagar otro préstamo.,"Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.
Guía interna de simplificación: usa palabras comunes; evita tecnicismos innecesarios; reemplaza palabras difíciles por palabras simples; usa oraciones cortas; expresa una idea por oración; prefiere voz activa; divide oraciones largas.

Devuelve solo la versión final simplificada.

Texto:
Los acreedores confían en la información crediticia para ver cómo has gestionado tus préstamos en el pasado y determinar qué posibilidades tienes de pagar un nuevo préstamo.

Versión simplificada:",success,,4.8606,173,131,27,21,False,False,False,False,False,0.7777777777777778,0
exp_medium_batch_v1,20260308_155905,FEINA,284_LibroNEFE_Sincopyright.pdf,mistral,R0,zero-shot,Los acreedores confían en la información crediticia para ver cómo has gestionado tus préstamos en el pasado y determinar qué posibilidades tienes de pagar un nuevo préstamo.,Los fiadores confían en la información crediticia para ver la gestión de tus préstamos y tus posibilidades para pagar un nuevo préstamo.,Credores confían en tus créditos pasados para evaluar si puedes pagar un préstamo nuevo.,"Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
Los acreedores confían en la información crediticia para ver cómo has gestionado tus préstamos en el pasado y determinar qué posibilidades tienes de pagar un nuevo préstamo.

Versión simplificada:",success,,4.6167,173,88,27,14,False,False,False,False,False,0.5185185185185185,0
exp_medium_batch_v1,20260308_155905,FEINA,284_LibroNEFE_Sincopyright.pdf,mistral,R2,zero-shot,Los acreedores confían en la información crediticia para ver cómo has gestionado tus préstamos en el pasado y determinar qué posibilidades tienes de pagar un nuevo préstamo.,Los fiadores confían en la información crediticia para ver la gestión de tus préstamos y tus posibilidades para pagar un nuevo préstamo.,Creditores confían en tus créditos anteriores para saber cómo manejaste préstamos anteriores y determinar si puedes pagar uno nuevo.,"Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.
Guía interna de simplificación: usa palabras comunes; evita tecnicismos innecesarios; reemplaza palabras difíciles por palabras simples; usa oraciones cortas; expresa una idea por oración; prefiere voz activa; divide oraciones largas.

Devuelve solo la versión final simplificada.

Texto:
Los acreedores confían en la información crediticia para ver cómo has gestionado tus préstamos en el pasado y determinar qué posibilidades tienes de pagar un nuevo préstamo.

Versión simplificada:",success,,2.7187,173,132,27,19,False,False,False,False,False,0.7037037037037037,0
exp_medium_batch_v1,20260308_155905,FEINA,1194_LibroNEFE_Sincopyright.pdf,llama3,R0,zero-shot,"Sin perder el ánimo, el mes siguiente retomaron su plan de ahorros.",El mes siguiente retomaron su plan de ahorros.,No pierden el ánimo y siguen ahorrando.,"Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
Sin perder el ánimo, el mes siguiente retomaron su plan de ahorros.

Versión simplificada:",success,,10.2253,67,39,12,7,False,False,False,False,False,0.5833333333333334,0
exp_medium_batch_v1,20260308_155905,FEINA,1194_LibroNEFE_Sincopyright.pdf,llama3,R2,zero-shot,"Sin perder el ánimo, el mes siguiente retomaron su plan de ahorros.",El mes siguiente retomaron su plan de ahorros.,No se rindieron y volvieron a ahorrar.,"Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.
Guía interna de simplificación: usa palabras comunes; evita tecnicismos innecesarios; reemplaza palabras difíciles por palabras simples; usa oraciones cortas; expresa una idea por oración; prefiere voz activa; divide oraciones largas.

Devuelve solo la versión final simplificada.

Texto:
Sin perder el ánimo, el mes siguiente retomaron su plan de ahorros.

Versión simplificada:",success,,2.8816,67,38,12,7,False,False,False,False,False,0.5833333333333334,0
exp_medium_batch_v1,20260308_155905,FEINA,1194_LibroNEFE_Sincopyright.pdf,mistral,R0,zero-shot,"Sin perder el ánimo, el mes siguiente retomaron su plan de ahorros.",El mes siguiente retomaron su plan de ahorros.,"Sin desmayarse, continuaron su plan de ahorros el mes siguiente.

(Without losing heart, they resumed their savings plan the following month.)","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
Sin perder el ánimo, el mes siguiente retomaron su plan de ahorros.

Versión simplificada:",success,,4.9203,67,142,12,21,False,False,False,False,False,1.75,0
exp_medium_batch_v1,20260308_155905,FEINA,1194_LibroNEFE_Sincopyright.pdf,mistral,R2,zero-shot,"Sin perder el ánimo, el mes siguiente retomaron su plan de ahorros.",El mes siguiente retomaron su plan de ahorros.,"Sin desmayarse, volvieron a seguir su plan de ahorrar el mes siguiente.

(Translation: Without losing heart, they resumed their saving plan the following month.)","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.
Guía interna de simplificación: usa palabras comunes; evita tecnicismos innecesarios; reemplaza palabras difíciles por palabras simples; usa oraciones cortas; expresa una idea por oración; prefiere voz activa; divide oraciones largas.

Devuelve solo la versión final simplificada.

Texto:
Sin perder el ánimo, el mes siguiente retomaron su plan de ahorros.

Versión simplificada:",success,,2.9855,67,161,12,24,False,False,False,False,False,2.0,0
exp_medium_batch_v1,20260308_155905,FEINA,6553_LibroBAC.pdf,llama3,R0,zero-shot,"Algunas posesiones, como su automóvil, una TV de pantalla gigante o cualquier otro tamaño, un bote y la ropa, son activos, pero no son activos para la creación de riqueza, porque no generan ningún dinero ni incrementan su valor, ya que más bien cuando se adquieren y se ponen en uso, generan un proceso de depreciación.","Algunas posesiones, el carro, una TV, un bote y ropa son activos, pero no son activos para la creación de riqueza. Estos no generan ningún dinero ni incrementan su valor. Por el contrario, al adquirirlos y usarlos, inician un proceso de pérdida de valor.","Algunas cosas como el coche, la TV grande o la ropa no crean riqueza porque no ganan dinero ni aumentan de valor. En realidad, cuando se compran y se usan, pierden valor con el tiempo.","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
Algunas posesiones, como su automóvil, una TV de pantalla gigante o cualquier otro tamaño, un bote y la ropa, son activos, pero no son activos para la creación de riqueza, porque no generan ningún dinero ni incrementan su valor, ya que más bien cuando se adquieren y se ponen en uso, generan un proceso de depreciación.

Versión simplificada:",success,,8.2747,319,184,56,35,False,False,False,False,False,0.625,0
