sample36_id,texto_eval_id,system_name,system_family,source_text,reference_text,generated_text,src_words,pred_words,ref_words,src_sentences,pred_sentences,ref_sentences,sari,bleu,fernandez_huerta_pred,fernandez_huerta_src,fernandez_huerta_delta,compression_ratio_eval,sentence_splits,levenshtein_similarity,exact_copy,additions_proportion,deletions_proportion,inflesz_pred,inflesz_src,inflesz_delta,rouge1_f,rouge2_f,rougeL_f,bertscore_f1,sbert_similarity
7,43,few-shot_nancy_llama3_llama3_cfg_2_R2,prompting,"Interés compuesto: Es la suma del capital y el interés acumulado, que se va multiplicando según los plazos convenidos. La tasa de interés es el porcentaje que se aplica a un préstamo o inversión realizada.",El interés compuesto es la suma del capital y el interés acumulado. La tasa de interés es el porcentaje aplicado a un préstamo o inversión realizada.,"El interés compuesto es la suma del capital y el interés acumulado, que crece según el tiempo establecido. La tasa de interés es el porcentaje que se aplica al dinero prestado o invertido.",35,33,26,2,2,2,52.520036467758274,50.04894768464764,77.02181818181819,77.58285714285716,-0.5610389610389745,0.9428571428571428,0,0.7989821882951654,0,0.2727272727272727,0.3142857142857143,61.95924242424243,61.17500000000004,0.7842424242423931,0.7058823529411764,0.606060606060606,0.676470588235294,0.9034122824668884,
8,44,few-shot_nancy_llama3_llama3_cfg_2_R2,prompting,La producción en un país se realiza mediante lo que se conoce como factores de producción y de los cuales nos ocuparemos en detalle más adelante.,A través de los factores de producción se realiza la producción en un país. Más adelante nos ocuparemos en detalle de estos factores.,"La producción en un país se hace utilizando factores de producción, sobre los que hablaremos más tarde.",26,17,23,1,1,2,50.62682200840095,14.612631632770828,84.36941176470589,89.84000000000002,-5.47058823529413,0.6538461538461539,0,0.6693548387096774,0,0.29411764705882354,0.5384615384615384,68.89970588235296,63.42346153846155,5.476244343891409,0.6122448979591837,0.425531914893617,0.3673469387755102,0.8149874806404114,
9,45,few-shot_nancy_llama3_llama3_cfg_2_R2,prompting,"A pesar de que algunos critican al intermediario, se necesita a este individuo en la economía.","Aunque algunas personas critican al intermediario, este individuo es necesario en la economía.","Aunque algunos critican al intermediario, es importante su papel en la economía.",16,12,13,1,1,1,61.901568000706504,35.00482776497398,58.34,69.215,-10.875,0.75,0,0.7471264367816092,0,0.4166666666666667,0.5625,49.468333333333334,54.55375000000001,-5.085416666666674,0.6666666666666666,0.4,0.6666666666666666,0.8972356915473938,
10,46,few-shot_nancy_llama3_llama3_cfg_2_R2,prompting,El impuesto a los réditos es también un buen instrumento para conocer el monto de las rentas y de la riqueza nacional.,El impuesto a las utilidades también es un buen método para conocer el monto de las rentas y de la riqueza nacional.,El impuesto a los réditos es una forma útil para saber cuánto dinero se gana y qué tan rica es la nación.,22,22,22,1,1,1,19.139363722697055,7.832899330004498,101.29454545454546,95.84,5.454545454545453,1.0,0,0.6278026905829597,0,0.5909090909090909,0.5909090909090909,80.05772727272728,74.39409090909092,5.663636363636357,0.32653061224489793,0.0851063829787234,0.2857142857142857,0.8028423190116882,
11,47,few-shot_nancy_llama3_llama3_cfg_2_R2,prompting,"También es de mucha ayuda separar las metas en tres períodos de tiempo para los propósitos de planeamiento, y aun cuando esto ya se trató en el capítulo anterior, se reitera tan importante aspecto, centrados en el tema del presente y con la intención de reforzar el manejo del mismo:","También ayuda separar las metas en tres períodos de tiempo para cumplir con los propósitos planteados. Aunque este aspecto ya se trató en el capítulo anterior, reiteramos su importancia:",Separar las metas en tres períodos de tiempo ayuda a planificar mejor.,50,12,29,1,1,2,49.8678965303786,11.61417937112354,78.34,92.0,-13.659999999999997,0.24,0,0.34560906515580736,0,0.25,0.82,70.23500000000001,39.71100000000003,30.523999999999987,0.43478260869565216,0.36363636363636365,0.391304347826087,0.7602028250694275,
12,48,few-shot_nancy_llama3_llama3_cfg_2_R2,prompting,Seguridad financiera: Consiste en cumplir con las necesidades que se presentan en el futuro de las personas y al mismo tiempo cumplir con las obligaciones diarias.,"Seguridad financiera, consiste en cumplir con las necesidades económicas que se presentan en el futuro de las personas y también cumplir con las obligaciones financieras diarias.",Consiste en tener suficiente dinero para cubrir las necesidades futuras y pagar las cuentas diarias.,26,15,26,1,1,1,24.629902261481206,3.75809706804852,64.04,80.60923076923079,-16.569230769230785,0.5769230769230769,0,0.44106463878326996,0,0.5333333333333333,0.7307692307692307,50.6216666666667,53.83884615384618,-3.2171794871794788,0.32558139534883723,0.0975609756097561,0.32558139534883723,0.7949226498603821,
13,49,few-shot_nancy_llama3_llama3_cfg_2_R2,prompting,"La última, pero no menos importante razón, puede ser encontrar un fascinante campo de acción intelectual para comprender el mundo real.",La última es encontrar un campo de acción intelectual para comprender el mundo real.,La razón final es encontrar un tema interesante que te ayude a entender el mundo.,21,15,14,1,1,1,35.675843406106566,12.451643194233869,84.04,76.26857142857142,7.7714285714285865,0.7142857142857143,0,0.5185185185185185,0,0.6,0.7142857142857143,71.38833333333335,55.30166666666668,16.086666666666673,0.45161290322580644,0.20689655172413796,0.38709677419354843,0.8250784277915955,
14,50,few-shot_nancy_llama3_llama3_cfg_2_R2,prompting,"Si el entusiasmo, y esto no es idealismo ramplón, se orienta hacia la salud, la belleza, el éxito, la felicidad, lo más probable es que se obtenga la salud, la belleza, el éxito y la felicidad.","Si el entusiasmo se dirige hacia la salud, la belleza, el éxito, la felicidad es probable que los consigamos.","Si nos enfocamos en la salud, la belleza, el éxito y la felicidad, probablemente logremos alcanzarlos.",36,16,19,1,1,1,50.66866767755706,34.83519295294709,65.465,92.34,-26.875,0.4444444444444444,0,0.4,0,0.375,0.7222222222222222,50.660000000000025,54.887777777777785,-4.22777777777776,0.5142857142857142,0.3636363636363636,0.5142857142857142,0.8389579057693481,
15,51,few-shot_nancy_llama3_llama3_cfg_2_R2,prompting,"En la segunda etapa de programación, se definen los objetivos y se fijan las metas o resultados esperados, que deben ser lo más específicos y precisos posibles, para tener claridad en lo que se trata de alcanzar con las inversiones por realizar; por ejemplo, los tipos de inversión y los montos que se pretenden lograr en un tiempo definido y otros que pueden describirse en términos de logro o resultados que se desean alcanzar.","En la segunda etapa de programación, se definen los objetivos y se fijan las metas específicas.","En la segunda etapa de programación, se establecen objetivos claros y específicos para saber qué se quiere lograr con las inversiones. Por ejemplo, qué tipo de inversión y cuánto dinero se pretende ganar en un plazo determinado.",74,37,16,1,2,1,47.81650514749568,18.307019698258316,74.84000000000003,90.32648648648652,-15.486486486486484,0.5,1,0.213089802130898,0,0.35135135135135137,0.6756756756756757,56.99986486486489,13.286351351351371,43.71351351351352,0.44067796610169496,0.2456140350877193,0.4067796610169492,0.7951315641403198,
16,52,few-shot_nancy_llama3_llama3_cfg_2_R2,prompting,Estas tarjetas acarrean pocos riesgos y te ayudan a crear buenos antecedentes crediticios al mostrar tu capacidad para usar una tarjeta con responsabilidad.,Estas tarjetas traen pocos riesgos y ayudan a crear buen historial crediticio.,Estas tarjetas no suponen un gran riesgo y te permiten construir un buen historial crediticio demostrando que puedes utilizar la tarjeta de manera responsable.,23,24,12,1,1,1,40.868837819268855,7.668702374725506,72.59,61.535652173913036,11.054347826086968,1.0434782608695652,0,0.5777777777777777,0,0.7916666666666666,0.782608695652174,47.85166666666669,37.56543478260869,10.286231884057997,0.3333333333333333,0.1764705882352941,0.3333333333333333,0.8432227969169617,
17,53,few-shot_nancy_llama3_llama3_cfg_2_R2,prompting,"Adicionalmente, el canal móvil (celulares) es de alto potencial para utilizar pagos a través de mensajería de texto SMS permitiendo, desde cualquier lugar donde se tenga acceso al servicio inalámbrico, realizar pagos electrónicos.","Además, los celulares permiten realizar pagos electrónicos desde cualquier lugar con acceso al servicio inalámbrico.",El canal móvil es ideal para hacer pagos electrónicos mediante mensajes de texto (SMS) en cualquier lugar con conexión inalámbrica.,33,20,15,1,1,1,36.89194823283331,8.066974340737668,72.74000000000001,60.112727272727284,12.627272727272725,0.6060606060606061,0,0.28254847645429365,0,0.4,0.6363636363636364,52.890000000000015,24.692575757575753,28.197424242424262,0.3333333333333333,0.19999999999999998,0.3333333333333333,0.8576433658599854,
18,54,few-shot_nancy_llama3_llama3_cfg_2_R2,prompting,"Existen varias modalidades de cheques, como lo mencionan los mismos Alonso, Brailovsky y Ortiz (1999).","Según Alonso, Brailovsky y Ortiz (mil novecientos noventa y nueve) hay varias modalidades de cheques.","Hay diferentes tipos de cheques, según dicen Alonso, Brailovsky y Ortiz.",15,11,15,1,1,1,53.7616184984606,22.12006040119351,77.56727272727272,80.04,-2.4727272727272833,0.7333333333333333,0,0.5862068965517241,0,0.45454545454545453,0.6,71.23500000000001,67.23500000000001,4.0,0.6428571428571429,0.3846153846153846,0.42857142857142855,0.8213202953338623,
19,55,few-shot_nancy_llama3_llama3_cfg_2_R2,prompting,"La mayor ventaja es la flexibilidad que le da al usuario, quien puede pagar sus saldos por completo cada mes o puede pagar en parte.",La mayor ventaja es la flexibilidad para el usuario. Quien puede pagar sus saldos completos o en parte mensualmente.,La principal ventaja es que te permite elegir cómo pagas tus saldos cada mes. Puedes pagarlos todos al mismo tiempo o dividir el pago entre varios meses.,25,27,19,1,2,2,30.750370430602988,3.639374222382003,85.95111111111112,99.56,-13.608888888888885,1.08,1,0.47017543859649125,0,0.6666666666666666,0.64,75.65722222222225,74.67900000000002,0.9782222222222288,0.2553191489361702,0.04444444444444444,0.2127659574468085,0.7709181308746338,
20,56,few-shot_nancy_llama3_llama3_cfg_2_R2,prompting,"El dinero que inviertes inicialmente se denomina ""capital"".",El capital es el dinero invertido inicialmente.,El capital es el dinero que pones como inversión inicial.,8,10,7,1,1,1,55.27418659771601,36.72056269893591,76.64,36.59,40.05,1.25,0,0.5,0,0.6,0.5,72.23500000000001,35.297500000000014,36.9375,0.5555555555555556,0.5,0.5555555555555556,0.8757524490356445,
21,57,few-shot_nancy_llama3_llama3_cfg_2_R2,prompting,"Existen modelos cuantitativos que permiten determinar de manera técnica el valor de la tasa de descuento como el CAPM1 y el WACC2 (Bell, 2016), los cuales no se incluyen en el presente documento; no obstante, la determinación subjetiva de la tasa de descuento exigida por el accionista puede utilizarse ante la falta de información de los mencionados modelos.","Hay modelos cuantitativos para determinar técnicamente el valor de la tasa de descuento, pero no se incluyen en este documento. Sin embargo, la determinación subjetiva de la tasa de descuento exigida por el accionista se puede utilizar ante la falta de información de esos modelos.","Existen métodos matemáticos que permiten calcular el valor de la tasa de descuento, como el CAPM y el WACC. Sin embargo, si no se tienen datos sobre estos métodos, podemos utilizar nuestra propia estimación para determinar la tasa de descuento que un accionista requiere.",58,44,45,1,2,2,47.40320261824292,26.532421222596216,78.11272727272727,80.94344827586207,-2.830721003134798,0.7586206896551724,1,0.13968253968253969,0,0.5,0.6206896551724138,55.98727272727274,19.938448275862072,36.04882445141067,0.4375,0.2553191489361702,0.3125,0.8239205479621887,
22,58,few-shot_nancy_llama3_llama3_cfg_2_R2,prompting,"Particularmente, se observa que el escenario 3 es el único que presenta una situación que no sea rentable.",El escenario tres es el único que presenta una situación no rentable.,Este escenario no es rentable.,18,5,12,1,1,1,33.08422269995089,6.356491690403502,54.440000000000005,81.17333333333333,-26.733333333333327,0.2777777777777778,0,0.38235294117647056,0,0.2,0.7777777777777778,64.775,64.23500000000001,0.539999999999992,0.4444444444444444,0.0,0.33333333333333337,0.823542594909668,
23,59,few-shot_nancy_llama3_llama3_cfg_2_R2,prompting,"Obtenga el rendimiento de un bono de $10,000 que paga el 6.",Saque el rendimiento de un bono de diez mil dólares que paga el seis.,"El rendimiento anual de un bono de $10,000 que paga el 6% es de $600.",13,16,14,1,1,1,31.486668110709036,19.51797195341104,132.965,120.53230769230768,12.43269230769232,1.2307692307692308,0,0.78125,0,0.25,0.07692307692307693,120.7475,112.36576923076925,8.381730769230757,0.5806451612903225,0.4137931034482759,0.5806451612903225,0.8093894720077515,
24,60,few-shot_nancy_llama3_llama3_cfg_2_R2,prompting,"De partida, el tema concierne a todos los individuos y durante toda la vida, pues las finanzas explican la procedencia y uso de los ingresos y recursos que se disponen para satisfacer las necesidades particulares de todas y todos.",El tema interesa a todas las personas. Porque las finanzas explican el origen y uso de los ingresos disponibles para satisfacer las necesidades de todos.,Las finanzas explican cómo gestionamos nuestros ingresos y recursos para satisfacer nuestras necesidades personales.,39,14,25,1,1,2,39.75700975269941,3.9717869097170553,32.41142857142858,81.14769230769232,-48.736263736263744,0.358974358974359,0,0.49710982658959535,0,0.35714285714285715,0.7692307692307693,19.285000000000025,40.04012820512823,-20.7551282051282,0.4,0.15789473684210525,0.35000000000000003,0.8199789524078369,
25,61,few-shot_nancy_llama3_llama3_cfg_2_R2,prompting,¿Qué función cumplen las empresas en la sociedad?,¿Qué función tienen las empresas en la sociedad?,"Las empresas son fundamentales para la sociedad porque crean empleos, producen bienes y servicios que mejoran nuestras vidas y generan riqueza.",8,21,8,1,1,1,27.222222222222218,3.644667088679882,73.41142857142859,89.09,-15.678571428571416,2.625,0,0.2708333333333333,0,0.8095238095238095,0.5,52.33500000000001,89.81000000000002,-37.47500000000001,0.26666666666666666,0.14285714285714288,0.26666666666666666,0.7219014167785645,
26,62,few-shot_nancy_llama3_llama3_cfg_2_R2,prompting,Estos principios están diseñados para promover que las firmas de servicios financieros y las organizaciones de consumidores hagan más para educar a los ciudadanos en esta área.,Estos principios están diseñados para promover que las empresas de servicios financieros y las organizaciones de consumidores hagan más para educar a los ciudadanos en esta área.,"Estos principios buscan fomentar la educación financiera entre los ciudadanos, logrando que las empresas de servicios financieros y las organizaciones de consumidores trabajen juntos para informar y ayudar a la gente a tomar decisiones más sabias con su dinero.",27,39,27,1,1,1,30.878761497646135,28.66776415450794,67.30153846153848,67.50666666666669,-0.2051282051282044,1.4444444444444444,0,0.08695652173913043,0,0.5641025641025641,0.37037037037037035,25.663205128205163,39.08314814814818,-13.41994301994302,0.5633802816901409,0.3768115942028986,0.4507042253521127,0.8489845395088196,
27,63,few-shot_nancy_llama3_llama3_cfg_2_R2,prompting,"Hable con ellos, déles la cara, y hágales saber que está haciendo todo lo que puede para pagarles.","Hable con ellos, enfréntelos y comuníqueles que está haciendo lo posible para pagarles.","Hable con ellos, muéstrese dispuesto a trabajar y comuníqueles su esfuerzo por pagar.",18,13,13,1,1,1,56.37731481481481,20.333448190047886,69.76307692307694,91.17333333333335,-21.41025641025641,0.7222222222222222,0,0.5355191256830601,0,0.6923076923076923,0.7777777777777778,59.65038461538464,74.61833333333335,-14.967948717948715,0.4000000000000001,0.2857142857142857,0.4000000000000001,0.7864170670509338,
28,64,few-shot_nancy_llama3_llama3_cfg_2_R2,prompting,Pero ¿en qué se compite?,Pero ¿en qué se compite?,"La gente se está peleando por dinero, como un carrusel que no para de girar.",5,15,5,1,1,1,2.380952380952381,2.2869567780619007,96.04,90.44,5.6000000000000085,3.0,0,0.24,0,0.9333333333333333,0.8,83.84833333333334,102.155,-18.306666666666658,0.1,0.0,0.1,0.6726489663124084,
29,65,few-shot_nancy_llama3_llama3_cfg_2_R2,prompting,"Por otra parte, algunas personas sostienen que un impuesto de 10 por ciento impondría el mismo sacrificio a ambas familias.","Por otra parte, algunas personas sostienen que un impuesto de diez por ciento impondría el mismo sacrificio a ambas familias.",Algunos creen que un impuesto del 10% afectaría igualmente a ambos hogares.,20,12,20,1,1,1,12.358226850980472,6.782860667000688,78.34,84.74000000000001,-6.400000000000006,0.6,0,0.5050505050505051,0,0.5833333333333334,0.75,70.23500000000001,65.35000000000002,4.884999999999991,0.2941176470588235,0.125,0.2941176470588235,0.8408499956130981,
30,66,few-shot_nancy_llama3_llama3_cfg_2_R2,prompting,"Al principio, como ya vimos en el trueque, adoptó la forma de mercancía, pero con el tiempo se transformó en dinero-papel, cuentas corrientes y otras formas.","Al principio, tuvo la forma de mercancía, pero luego se transformó en dinero-papel, cuentas corrientes y otras formas.","La moneda cambió de ser un objeto físico a una representación abstracta, como billetes de papel o depósitos bancarios.",27,19,19,1,1,1,23.911190411190407,2.2789551664661816,68.83999999999999,94.17333333333333,-25.333333333333343,0.7037037037037037,0,0.2545454545454545,0,0.7894736842105263,0.8518518518518519,50.11921052631578,66.77203703703705,-16.65282651072127,0.1904761904761905,0.0,0.1904761904761905,0.7225278615951538,
31,67,few-shot_nancy_llama3_llama3_cfg_2_R2,prompting,"¿Son estos sólo sueños, o son metas reales?",¿Estos son sólo sueños o son metas reales?,¿Son estas solo ilusiones o objetivos verdaderos?,8,7,8,1,1,1,25.149572649572647,5.795599612995366,37.98285714285713,96.59,-58.607142857142875,0.875,0,0.32608695652173914,0,0.7142857142857143,0.75,39.63499999999999,97.59750000000001,-57.96250000000002,0.23529411764705882,0.0,0.23529411764705882,0.8533345460891724,
32,68,few-shot_nancy_llama3_llama3_cfg_2_R2,prompting,"En los pueblos donde el principio de la elección se extiende a todo, no hay propiamente hablando carrera pública.",En los pueblos donde el principio de la elección se extiende a todo no existe la carrera pública.,"En lugares donde todos pueden elegir, no hay realmente una carrera política.",19,12,18,1,1,1,17.230056980056982,2.9711939746553915,63.34,84.62947368421054,-21.289473684210535,0.631578947368421,0,0.5925925925925926,0,0.5833333333333334,0.7368421052631579,54.660000000000025,66.51394736842106,-11.853947368421032,0.24242424242424246,0.0,0.24242424242424246,0.8139389753341675,
33,69,few-shot_nancy_llama3_llama3_cfg_2_R2,prompting,"Sin entusiasmo, dijo alguien famoso, nunca se ha podido realizar nada grande.",Sin entusiasmo no se logró nada grande.,Nunca se logra hacer algo importante sin entusiasmo.,12,8,7,1,1,1,39.99119339851605,6.27465531099474,59.09,68.34,-9.25,0.6666666666666666,0,0.21705426356589147,0,0.5,0.6666666666666666,58.660000000000025,59.85166666666669,-1.1916666666666629,0.39999999999999997,0.15384615384615383,0.26666666666666666,0.8599807620048523,
34,70,few-shot_nancy_llama3_llama3_cfg_2_R2,prompting,"Por tanto, este método calcula interés sobre interés.","Por eso, este método calcula interés sobre interés.",Este método calcula el interés que se gana por encima del interés.,8,12,8,1,1,1,30.413359788359788,9.238430210261097,78.34,51.59,26.75,1.5,0,0.6722689075630253,0,0.5,0.25,70.23500000000001,50.8725,19.36250000000001,0.6923076923076923,0.41666666666666663,0.6153846153846153,0.8398696184158325,
35,71,few-shot_nancy_llama3_llama3_cfg_2_R2,prompting,"El resultado es aproximado a $300,000 en seis años.",El resultado es aproximadamente trescientos mil dólares en seis años.,El resultado es de aproximadamente 300 mil dólares después de seis años.,10,12,10,1,1,1,58.501683501683495,22.62944003945279,78.34,100.64,-22.299999999999997,1.2,0,0.6829268292682927,0,0.5,0.4,70.23500000000001,97.155,-26.919999999999987,0.7407407407407408,0.4799999999999999,0.7407407407407408,0.920059323310852,
36,72,few-shot_nancy_llama3_llama3_cfg_2_R2,prompting,Documente todos sus gastos e ingresos o compárelos con lo que usted planificó que iba a gastar en el mes.,Documente todos sus gastos e ingresos y compárelos con lo que usted planificó que iba a gastar en el mes.,Registra todos tus gastos e ingresos para compararlos con tu presupuesto mensual.,20,12,20,1,1,1,14.612801414272004,7.3901005762926975,68.34,93.74000000000001,-25.400000000000006,0.6,0,0.5806451612903226,0,0.5833333333333334,0.75,59.85166666666669,74.69500000000001,-14.84333333333332,0.30303030303030304,0.12903225806451613,0.30303030303030304,0.7546940445899963,
1,73,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,prompting,"No tiene incentivos ni motivación, dos elementos esenciales en ambientes de competencia.",No tiene sentido ni motivación. Estos elementos son esenciales para la competencia.,No tiene incentivos ni motivación. Esto es importante en entornos competitivos. (Translation: He has no incentives nor motivation. This is important in competitive environments.) Simplified version: He doesn't have incentives or motivation. This matters in competitive situations.,12,38,12,1,5,2,37.767754079198966,3.8078550433225806,52.89263157894739,48.34,4.552631578947384,3.1666666666666665,4,0.1956521739130435,0,0.8421052631578947,0.5,53.32184210526318,39.08500000000001,14.236842105263172,0.19230769230769232,0.11999999999999998,0.19230769230769232,0.6658090353012085,
2,74,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,prompting,"En los procesos de importaciones y exportaciones intervienen, además de clientes y proveedores, instituciones del Estado y los bancos, tal como se indica en el siguiente recuadro:",Clientes y proveedores intervienen en las importancias y exportaciones. También lo hacen las instituciones estatales y los banco como se indica a continuación:,"En importaciones y exportaciones intervenes además de clientes y proveedores, instituciones gubernamentales y bancos (detallado a continuación): (Diagrama o tabla siguiente) Instituciones gubernamentales: Aduanas, Banco Central, Ministerio de Comercio. Bancos: Banco de Descuento, Banco de la Exportación.",27,37,23,1,2,2,39.29287496819356,2.8699975236874655,37.54270270270271,69.72888888888889,-32.18618618618618,1.3703703703703705,1,0.19421487603305784,0,0.6216216216216216,0.48148148148148145,18.27283783783784,41.39055555555555,-23.11771771771771,0.4,0.15873015873015872,0.24615384615384614,0.7403114438056946,
3,75,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,prompting,"El robo de identidad ocurre cuando su información personal, tal como su nombre, número de cuenta, o número de cédula de identidad se usan sin su conocimiento para cometer un fraude o robo.","El robo de identidad ocurre cuando su información personal como su nombre, número de cuenta, o número de cédula de identidad se usan sin su conocimiento para cometer un fraude o robo.","Robo de identidad sucede cuando alguien utiliza tu información personal, como nombre, número de cuenta o número de identificación, sin tu consentimiento para cometer un fraude o hurto.",33,28,32,1,1,1,22.952703064855967,27.699227080836607,63.91142857142855,81.9309090909091,-18.019480519480545,0.8484848484848485,0,0.7903225806451613,0,0.2857142857142857,0.3939393939393939,34.21000000000001,47.34712121212122,-13.137121212121215,0.676470588235294,0.5151515151515151,0.676470588235294,0.8624579906463623,
4,76,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,prompting,"Los sueños de los niños tienen una gran variedad que va desde Tarzán hasta el Agente 007, pasando por Superman.",Los sueños de los niños son variados y van desde Tarzán hasta el Agente 007 y Superman.,"Los sueños de los niños van desde Tarzan hasta James Bond, incluyendo a Superman.",20,14,17,1,1,1,52.37469202007332,26.589988991503116,92.41142857142856,99.74000000000001,-7.3285714285714505,0.7,0,0.6666666666666666,0,0.42857142857142855,0.6,81.58500000000001,80.92500000000001,0.6599999999999966,0.6111111111111112,0.4117647058823529,0.6111111111111112,0.8641178011894226,
5,77,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,prompting,Expresiones como soborno y cohecho se refieren a ilícitos vinculados a la compra de la voluntad de un individuo para provecho personal.,Expresiones como soborno y cohecho se refieren a delitos vinculados a comprar la voluntad de alguien para provecho personal.,Expresiones como soborno y cohecho se referen a actos ilegales relacionados con la compra de alguien para obtener beneficios personales.,22,20,19,1,1,1,48.511451263021335,30.603689509300906,54.74,68.56727272727274,-13.827272727272735,0.9090909090909091,0,0.7011070110701108,0,0.45,0.5,34.20000000000002,46.07590909090911,-11.87590909090909,0.5641025641025641,0.37837837837837834,0.5641025641025641,0.9275274872779846,
6,78,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,prompting,"DIRECCIÓN DE PRESUPUESTO (DIPRES): ""formula y lleva el control presupuestario de la nación.""",DIRECCIÓN DE PRESUPUESTO: formula y lleva el control presupuestario de la nación.,DIPRES es quien diseña y administra el presupuesto nacional.,13,9,12,1,1,1,23.017543859649123,3.701773936489291,62.173333333333325,69.76307692307694,-7.5897435897436125,0.6923076923076923,0,0.4605263157894737,0,0.5555555555555556,0.6923076923076923,59.39055555555555,59.65038461538464,-0.2598290598290873,0.25,0.0,0.16666666666666666,0.7663827538490295,
7,79,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,prompting,"Interés compuesto: Es la suma del capital y el interés acumulado, que se va multiplicando según los plazos convenidos. La tasa de interés es el porcentaje que se aplica a un préstamo o inversión realizada.",El interés compuesto es la suma del capital y el interés acumulado. La tasa de interés es el porcentaje aplicado a un préstamo o inversión realizada.,"Interés compuesto: Es la suma de capital y intereses acumulados, que aumentan según los plazos acordados. La tasa de interés es el porcentaje aplicado a un préstamo o inversión. Translation: Compound interest: It's the sum of principal and accumulated interest that grows according to agreed terms. The rate of interest is the percentage applied to a loan or investment.",35,60,26,2,4,2,47.95584134661372,21.54000398279627,81.04,77.58285714285716,3.4571428571428413,1.7142857142857142,2,0.19826086956521738,0,0.6166666666666667,0.34285714285714286,68.27333333333334,61.17500000000004,7.098333333333301,0.5208333333333334,0.44680851063829785,0.5,0.8221895098686218,
8,80,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,prompting,La producción en un país se realiza mediante lo que se conoce como factores de producción y de los cuales nos ocuparemos en detalle más adelante.,A través de los factores de producción se realiza la producción en un país. Más adelante nos ocuparemos en detalle de estos factores.,"Producción en un país se hace usando factores, que mencionaremos después en más detalle.",26,14,23,1,1,2,41.666233377450055,6.628437921382748,79.55428571428571,89.84000000000002,-10.285714285714306,0.5384615384615384,0,0.5321888412017167,0,0.2857142857142857,0.6153846153846154,68.23500000000001,63.42346153846155,4.811538461538461,0.5652173913043479,0.27272727272727276,0.391304347826087,0.7983747720718384,
9,81,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,prompting,"A pesar de que algunos critican al intermediario, se necesita a este individuo en la economía.","Aunque algunas personas critican al intermediario, este individuo es necesario en la economía.","Algunas personas criticaban al intermediario, pero era necesario para la economía. (Translation: Some people criticized the intermediary, but he was necessary for the economy.) Simplified version: The intermediary was criticized by some, but needed in the economy.",16,37,13,1,2,1,49.14247839519578,5.228863137997911,65.11027027027026,69.215,-4.1047297297297405,2.3125,1,0.16201117318435754,0,0.8918918918918919,0.75,46.897162162162175,54.55375000000001,-7.656587837837833,0.3076923076923077,0.16,0.3076923076923077,0.7037504315376282,
10,82,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,prompting,El impuesto a los réditos es también un buen instrumento para conocer el monto de las rentas y de la riqueza nacional.,El impuesto a las utilidades también es un buen método para conocer el monto de las rentas y de la riqueza nacional.,El impuesto sobre el ingreso es útil para saber cuánto gana la nación. [,22,13,22,1,2,1,22.716455490578298,4.2173759422439066,80.37846153846155,95.84,-15.461538461538453,0.5909090909090909,1,0.4631578947368421,0,0.5384615384615384,0.7272727272727273,85.31961538461539,74.39409090909092,10.925524475524469,0.35897435897435903,0.05405405405405405,0.25641025641025644,0.7770678997039795,
11,83,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,prompting,"También es de mucha ayuda separar las metas en tres períodos de tiempo para los propósitos de planeamiento, y aun cuando esto ya se trató en el capítulo anterior, se reitera tan importante aspecto, centrados en el tema del presente y con la intención de reforzar el manejo del mismo:","También ayuda separar las metas en tres períodos de tiempo para cumplir con los propósitos planteados. Aunque este aspecto ya se trató en el capítulo anterior, reiteramos su importancia:","It's helpful to divide goals into three time periods for planning purposes. Although this was discussed earlier, it's important to emphasize: focus on the present and manage it effectively.",50,31,29,1,2,2,28.84340751359112,1.4780822562194806,91.87225806451615,92.0,-0.12774193548385426,0.62,1,0.3135593220338983,0,1.0,1.0,78.79306451612905,39.71100000000003,39.08206451612902,0.0,0.0,0.0,0.719290018081665,
12,84,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,prompting,Seguridad financiera: Consiste en cumplir con las necesidades que se presentan en el futuro de las personas y al mismo tiempo cumplir con las obligaciones diarias.,"Seguridad financiera, consiste en cumplir con las necesidades económicas que se presentan en el futuro de las personas y también cumplir con las obligaciones financieras diarias.",Seguridad financiera: Consiste en satisfacer las necesidades futuras y los gastos diarios. Translation: Financial security consists in meeting future needs and daily expenses.,26,23,26,1,2,1,21.32210344166866,4.350632910242332,57.10086956521739,80.60923076923079,-23.508361204013404,0.8846153846153846,1,0.4556213017751479,0,0.6956521739130435,0.7307692307692307,49.06543478260869,53.83884615384618,-4.773411371237486,0.27450980392156865,0.16326530612244897,0.27450980392156865,0.753177285194397,
