texto_eval_id,source_text,reference_or_base_text,generated_text,score_fidelidad,score_comprension,score_fluidez,score_lexico,score_tono,score_estructura,score_numeros,puntaje_final_excel,block_index,system_name,position_in_system,system_family,sample36_id,aplico_regla_cero,score_cualitativo_1_5_sin_regla_cero,score_cualitativo_1_5,score_cualitativo_100
60,"De partida, el tema concierne a todos los individuos y durante toda la vida, pues las finanzas explican la procedencia y uso de los ingresos y recursos que se disponen para satisfacer las necesidades particulares de todas y todos.",El tema interesa a todas las personas. Porque las finanzas explican el origen y uso de los ingresos disponibles para satisfacer las necesidades de todos.,Las finanzas explican cómo gestionamos nuestros ingresos y recursos para satisfacer nuestras necesidades personales.,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,1,few-shot_nancy_llama3_llama3_cfg_2_R2,24,prompting,24,False,4.5,4.5,90.0
61,¿Qué función cumplen las empresas en la sociedad?,¿Qué función tienen las empresas en la sociedad?,"Las empresas son fundamentales para la sociedad porque crean empleos, producen bienes y servicios que mejoran nuestras vidas y generan riqueza.",1.0,1.0,3.0,5.0,5.0,3.0,3.0,2.4,1,few-shot_nancy_llama3_llama3_cfg_2_R2,25,prompting,25,False,2.4,2.4,48.0
62,Estos principios están diseñados para promover que las firmas de servicios financieros y las organizaciones de consumidores hagan más para educar a los ciudadanos en esta área.,Estos principios están diseñados para promover que las empresas de servicios financieros y las organizaciones de consumidores hagan más para educar a los ciudadanos en esta área.,"Estos principios buscan fomentar la educación financiera entre los ciudadanos, logrando que las empresas de servicios financieros y las organizaciones de consumidores trabajen juntos para informar y ayudar a la gente a tomar decisiones más sabias con su dinero.",5.0,3.0,3.0,3.0,5.0,3.0,3.0,3.7,1,few-shot_nancy_llama3_llama3_cfg_2_R2,26,prompting,26,False,3.6999999999999997,3.6999999999999997,74.0
63,"Hable con ellos, déles la cara, y hágales saber que está haciendo todo lo que puede para pagarles.","Hable con ellos, enfréntelos y comuníqueles que está haciendo lo posible para pagarles.","Hable con ellos, muéstrese dispuesto a trabajar y comuníqueles su esfuerzo por pagar.",3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,1,few-shot_nancy_llama3_llama3_cfg_2_R2,27,prompting,27,False,4.5,4.5,90.0
64,Pero ¿en qué se compite?,Pero ¿en qué se compite?,"La gente se está peleando por dinero, como un carrusel que no para de girar.",1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1,few-shot_nancy_llama3_llama3_cfg_2_R2,28,prompting,28,False,4.0,4.0,80.0
65,"Por otra parte, algunas personas sostienen que un impuesto de 10 por ciento impondría el mismo sacrificio a ambas familias.","Por otra parte, algunas personas sostienen que un impuesto de diez por ciento impondría el mismo sacrificio a ambas familias.",Algunos creen que un impuesto del 10% afectaría igualmente a ambos hogares.,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,few-shot_nancy_llama3_llama3_cfg_2_R2,29,prompting,29,False,5.0,5.0,100.0
66,"Al principio, como ya vimos en el trueque, adoptó la forma de mercancía, pero con el tiempo se transformó en dinero-papel, cuentas corrientes y otras formas.","Al principio, tuvo la forma de mercancía, pero luego se transformó en dinero-papel, cuentas corrientes y otras formas.","La moneda cambió de ser un objeto físico a una representación abstracta, como billetes de papel o depósitos bancarios.",3.0,3.0,5.0,5.0,5.0,3.0,5.0,3.8,1,few-shot_nancy_llama3_llama3_cfg_2_R2,30,prompting,30,False,3.8,3.8,76.0
67,"¿Son estos sólo sueños, o son metas reales?",¿Estos son sólo sueños o son metas reales?,¿Son estas solo ilusiones o objetivos verdaderos?,5.0,1.0,3.0,5.0,3.0,5.0,5.0,3.5,1,few-shot_nancy_llama3_llama3_cfg_2_R2,31,prompting,31,False,3.5,3.5,70.0
68,"En los pueblos donde el principio de la elección se extiende a todo, no hay propiamente hablando carrera pública.",En los pueblos donde el principio de la elección se extiende a todo no existe la carrera pública.,"En lugares donde todos pueden elegir, no hay realmente una carrera política.",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,few-shot_nancy_llama3_llama3_cfg_2_R2,32,prompting,32,False,5.0,5.0,100.0
69,"Sin entusiasmo, dijo alguien famoso, nunca se ha podido realizar nada grande.",Sin entusiasmo no se logró nada grande.,Nunca se logra hacer algo importante sin entusiasmo.,5.0,3.0,3.0,5.0,5.0,5.0,5.0,4.2,1,few-shot_nancy_llama3_llama3_cfg_2_R2,33,prompting,33,False,4.2,4.2,84.00000000000001
70,"Por tanto, este método calcula interés sobre interés.","Por eso, este método calcula interés sobre interés.",Este método calcula el interés que se gana por encima del interés.,3.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,1,few-shot_nancy_llama3_llama3_cfg_2_R2,34,prompting,34,False,4.0,4.0,80.0
71,"El resultado es aproximado a $300,000 en seis años.",El resultado es aproximadamente trescientos mil dólares en seis años.,El resultado es de aproximadamente 300 mil dólares después de seis años.,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.9,1,few-shot_nancy_llama3_llama3_cfg_2_R2,35,prompting,35,False,4.9,4.9,98.00000000000001
72,Documente todos sus gastos e ingresos o compárelos con lo que usted planificó que iba a gastar en el mes.,Documente todos sus gastos e ingresos y compárelos con lo que usted planificó que iba a gastar en el mes.,Registra todos tus gastos e ingresos para compararlos con tu presupuesto mensual.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,few-shot_nancy_llama3_llama3_cfg_2_R2,36,prompting,36,True,0.0,0.0,0.0
73,"No tiene incentivos ni motivación, dos elementos esenciales en ambientes de competencia.",No tiene sentido ni motivación. Estos elementos son esenciales para la competencia.,No tiene incentivos ni motivación. Esto es importante en entornos competitivos. (Translation: He has no incentives nor motivation. This is important in competitive environments.) Simplified version: He doesn't have incentives or motivation. This matters in competitive situations.,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.8,2,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,1,prompting,1,False,4.8,4.8,96.0
74,"En los procesos de importaciones y exportaciones intervienen, además de clientes y proveedores, instituciones del Estado y los bancos, tal como se indica en el siguiente recuadro:",Clientes y proveedores intervienen en las importancias y exportaciones. También lo hacen las instituciones estatales y los banco como se indica a continuación:,"En importaciones y exportaciones intervenes además de clientes y proveedores, instituciones gubernamentales y bancos (detallado a continuación): (Diagrama o tabla siguiente) Instituciones gubernamentales: Aduanas, Banco Central, Ministerio de Comercio. Bancos: Banco de Descuento, Banco de la Exportación.",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,2,prompting,2,False,5.0,5.0,100.0
75,"El robo de identidad ocurre cuando su información personal, tal como su nombre, número de cuenta, o número de cédula de identidad se usan sin su conocimiento para cometer un fraude o robo.","El robo de identidad ocurre cuando su información personal como su nombre, número de cuenta, o número de cédula de identidad se usan sin su conocimiento para cometer un fraude o robo.","Robo de identidad sucede cuando alguien utiliza tu información personal, como nombre, número de cuenta o número de identificación, sin tu consentimiento para cometer un fraude o hurto.",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,3,prompting,3,False,5.0,5.0,100.0
76,"Los sueños de los niños tienen una gran variedad que va desde Tarzán hasta el Agente 007, pasando por Superman.",Los sueños de los niños son variados y van desde Tarzán hasta el Agente 007 y Superman.,"Los sueños de los niños van desde Tarzan hasta James Bond, incluyendo a Superman.",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,4,prompting,4,False,5.0,5.0,100.0
77,Expresiones como soborno y cohecho se refieren a ilícitos vinculados a la compra de la voluntad de un individuo para provecho personal.,Expresiones como soborno y cohecho se refieren a delitos vinculados a comprar la voluntad de alguien para provecho personal.,Expresiones como soborno y cohecho se referen a actos ilegales relacionados con la compra de alguien para obtener beneficios personales.,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,5,prompting,5,False,5.0,5.0,100.0
78,"DIRECCIÓN DE PRESUPUESTO (DIPRES): ""formula y lleva el control presupuestario de la nación.""",DIRECCIÓN DE PRESUPUESTO: formula y lleva el control presupuestario de la nación.,DIPRES es quien diseña y administra el presupuesto nacional.,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,6,prompting,6,False,5.0,5.0,100.0
79,"Interés compuesto: Es la suma del capital y el interés acumulado, que se va multiplicando según los plazos convenidos. La tasa de interés es el porcentaje que se aplica a un préstamo o inversión realizada.",El interés compuesto es la suma del capital y el interés acumulado. La tasa de interés es el porcentaje aplicado a un préstamo o inversión realizada.,"Interés compuesto: Es la suma de capital y intereses acumulados, que aumentan según los plazos acordados. La tasa de interés es el porcentaje aplicado a un préstamo o inversión. Translation: Compound interest: It's the sum of principal and accumulated interest that grows according to agreed terms. The rate of interest is the percentage applied to a loan or investment.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,7,prompting,7,True,0.0,0.0,0.0
80,La producción en un país se realiza mediante lo que se conoce como factores de producción y de los cuales nos ocuparemos en detalle más adelante.,A través de los factores de producción se realiza la producción en un país. Más adelante nos ocuparemos en detalle de estos factores.,"Producción en un país se hace usando factores, que mencionaremos después en más detalle.",1.0,1.0,1.0,3.0,5.0,3.0,5.0,2.0,2,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,8,prompting,8,False,2.0,2.0,40.0
81,"A pesar de que algunos critican al intermediario, se necesita a este individuo en la economía.","Aunque algunas personas critican al intermediario, este individuo es necesario en la economía.","Algunas personas criticaban al intermediario, pero era necesario para la economía. (Translation: Some people criticized the intermediary, but he was necessary for the economy.) Simplified version: The intermediary was criticized by some, but needed in the economy.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,9,prompting,9,True,0.0,0.0,0.0
82,El impuesto a los réditos es también un buen instrumento para conocer el monto de las rentas y de la riqueza nacional.,El impuesto a las utilidades también es un buen método para conocer el monto de las rentas y de la riqueza nacional.,El impuesto sobre el ingreso es útil para saber cuánto gana la nación. [,3.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,2,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,10,prompting,10,False,4.0,4.0,80.0
83,"También es de mucha ayuda separar las metas en tres períodos de tiempo para los propósitos de planeamiento, y aun cuando esto ya se trató en el capítulo anterior, se reitera tan importante aspecto, centrados en el tema del presente y con la intención de reforzar el manejo del mismo:","También ayuda separar las metas en tres períodos de tiempo para cumplir con los propósitos planteados. Aunque este aspecto ya se trató en el capítulo anterior, reiteramos su importancia:","It's helpful to divide goals into three time periods for planning purposes. Although this was discussed earlier, it's important to emphasize: focus on the present and manage it effectively.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,11,prompting,11,True,0.0,0.0,0.0
84,Seguridad financiera: Consiste en cumplir con las necesidades que se presentan en el futuro de las personas y al mismo tiempo cumplir con las obligaciones diarias.,"Seguridad financiera, consiste en cumplir con las necesidades económicas que se presentan en el futuro de las personas y también cumplir con las obligaciones financieras diarias.",Seguridad financiera: Consiste en satisfacer las necesidades futuras y los gastos diarios. Translation: Financial security consists in meeting future needs and daily expenses.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,12,prompting,12,True,0.0,0.0,0.0
85,"La última, pero no menos importante razón, puede ser encontrar un fascinante campo de acción intelectual para comprender el mundo real.",La última es encontrar un campo de acción intelectual para comprender el mundo real.,Última razón importante: encontrar interesante campo mental para entender el mundo real.,1.0,3.0,5.0,5.0,5.0,5.0,5.0,3.5,2,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,13,prompting,13,False,3.5,3.5,70.0
86,"Si el entusiasmo, y esto no es idealismo ramplón, se orienta hacia la salud, la belleza, el éxito, la felicidad, lo más probable es que se obtenga la salud, la belleza, el éxito y la felicidad.","Si el entusiasmo se dirige hacia la salud, la belleza, el éxito, la felicidad es probable que los consigamos.","Si el entusiasmo se dirige hacia la salud, la belleza, el éxito y la felicidad, es probable que obtengas todas ellas.",3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,2,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,14,prompting,14,False,4.5,4.5,90.0
87,"En la segunda etapa de programación, se definen los objetivos y se fijan las metas o resultados esperados, que deben ser lo más específicos y precisos posibles, para tener claridad en lo que se trata de alcanzar con las inversiones por realizar; por ejemplo, los tipos de inversión y los montos que se pretenden lograr en un tiempo definido y otros que pueden describirse en términos de logro o resultados que se desean alcanzar.","En la segunda etapa de programación, se definen los objetivos y se fijan las metas específicas.","During the second programming stage, we set specific and clear goals with expected results. For instance, the types of investments and desired amounts within a given timeframe. Other goals can be described as achievements or outcomes we aim to reach.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,15,prompting,15,True,0.0,0.0,0.0
88,Estas tarjetas acarrean pocos riesgos y te ayudan a crear buenos antecedentes crediticios al mostrar tu capacidad para usar una tarjeta con responsabilidad.,Estas tarjetas traen pocos riesgos y ayudan a crear buen historial crediticio.,Estas tarjetas tienen poca risks y te ayudan a crear buenos créditos al demostrar que puedes usar una tarjeta con responsabilidad. (Translation: These cards have few risks and help you create good credit records by showing that you can use a card responsibly.) Simplified version: These cards have little risk and help create good credit records by demonstrating responsible use.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,16,prompting,16,True,0.0,0.0,0.0
89,"Adicionalmente, el canal móvil (celulares) es de alto potencial para utilizar pagos a través de mensajería de texto SMS permitiendo, desde cualquier lugar donde se tenga acceso al servicio inalámbrico, realizar pagos electrónicos.","Además, los celulares permiten realizar pagos electrónicos desde cualquier lugar con acceso al servicio inalámbrico.","Además, los móviles celulares pueden usar pagos a través de SMS text messages, permitiendo realizar transacciones electrónicas desde cualquier lugar con acceso a servicio inalámbrico. (Additionally, mobile phones can use payments through SMS text messages, allowing electronic transactions from any location with wireless service access.)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,17,prompting,17,True,0.0,0.0,0.0
90,"Existen varias modalidades de cheques, como lo mencionan los mismos Alonso, Brailovsky y Ortiz (1999).","Según Alonso, Brailovsky y Ortiz (mil novecientos noventa y nueve) hay varias modalidades de cheques.","Hay diferentes tipos de cheques, según lo indicado por Alonso, Brailovsky y Ortiz en 1999.",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,18,prompting,18,False,5.0,5.0,100.0
91,"La mayor ventaja es la flexibilidad que le da al usuario, quien puede pagar sus saldos por completo cada mes o puede pagar en parte.",La mayor ventaja es la flexibilidad para el usuario. Quien puede pagar sus saldos completos o en parte mensualmente.,El usuario puede pagar todo en un solo pago cada mes o solo una parte. (The user can pay in full every month or just a part of it.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,19,prompting,19,True,0.0,0.0,0.0
92,"El dinero que inviertes inicialmente se denomina ""capital"".",El capital es el dinero invertido inicialmente.,"El dinero que inicias en inversiones se llama ""capital"". (Money that you initially invest is called ""capital."")",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,20,prompting,20,True,0.0,0.0,0.0
93,"Existen modelos cuantitativos que permiten determinar de manera técnica el valor de la tasa de descuento como el CAPM1 y el WACC2 (Bell, 2016), los cuales no se incluyen en el presente documento; no obstante, la determinación subjetiva de la tasa de descuento exigida por el accionista puede utilizarse ante la falta de información de los mencionados modelos.","Hay modelos cuantitativos para determinar técnicamente el valor de la tasa de descuento, pero no se incluyen en este documento. Sin embargo, la determinación subjetiva de la tasa de descuento exigida por el accionista se puede utilizar ante la falta de información de esos modelos.","Hay modelos que calculan la tasa de descuento técnicamente, como CAPM y WACC (Bell, 2016), que no están incluidos en este documento. Sin embargo, se puede determinar subjectivamente la tasa de descuento exigida por el accionista al faltar información de estos modelos.",5.0,5.0,3.0,3.0,5.0,5.0,5.0,4.5,2,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,21,prompting,21,False,4.5,4.5,90.0
94,"Particularmente, se observa que el escenario 3 es el único que presenta una situación que no sea rentable.",El escenario tres es el único que presenta una situación no rentable.,Solo el escenario tres no es rentable.,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,22,prompting,22,False,5.0,5.0,100.0
95,"Obtenga el rendimiento de un bono de $10,000 que paga el 6.",Saque el rendimiento de un bono de diez mil dólares que paga el seis.,Obtén el beneficio de un bonos de diez mil dólares que paga el 6% (Obtain the benefit of a bond worth ten thousand dollars that pays a 6% interest),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,23,prompting,23,True,0.0,0.0,0.0
96,"De partida, el tema concierne a todos los individuos y durante toda la vida, pues las finanzas explican la procedencia y uso de los ingresos y recursos que se disponen para satisfacer las necesidades particulares de todas y todos.",El tema interesa a todas las personas. Porque las finanzas explican el origen y uso de los ingresos disponibles para satisfacer las necesidades de todos.,"El tema de las finanzas afecta a todos y toda la vida, ya que explica donde vienen y cómo se usan los ingresos y recursos para cumplir con nuestras necesidades personales.",5.0,3.0,3.0,5.0,5.0,5.0,5.0,4.2,2,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,24,prompting,24,False,4.2,4.2,84.00000000000001
97,¿Qué función cumplen las empresas en la sociedad?,¿Qué función tienen las empresas en la sociedad?,"¿Qué hacen las empresas para la sociedad? Respuesta clara: Empresas producen bienes y servicios, crean empleos y pagan impuestos.",1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,25,prompting,25,False,4.0,4.0,80.0
98,Estos principios están diseñados para promover que las firmas de servicios financieros y las organizaciones de consumidores hagan más para educar a los ciudadanos en esta área.,Estos principios están diseñados para promover que las empresas de servicios financieros y las organizaciones de consumidores hagan más para educar a los ciudadanos en esta área.,Estos principios fomentan que empresas financieras y consumidoras educen mejor a la gente en este ámbite. (Principles are designed to encourage financial service firms and consumer organizations to educate people more in this area.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,26,prompting,26,True,0.0,0.0,0.0
99,"Hable con ellos, déles la cara, y hágales saber que está haciendo todo lo que puede para pagarles.","Hable con ellos, enfréntelos y comuníqueles que está haciendo lo posible para pagarles.","Habla con ellos, hazlo claro que trabajas duro por pagarlos.",3.0,1.0,1.0,3.0,3.0,1.0,5.0,2.1,2,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,27,prompting,27,False,2.1,2.1,42.00000000000001
100,Pero ¿en qué se compite?,Pero ¿en qué se compite?,¿En qué se disputa la competencia? (,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.1,2,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,28,prompting,28,False,3.0999999999999996,3.0999999999999996,61.999999999999986
101,"Por otra parte, algunas personas sostienen que un impuesto de 10 por ciento impondría el mismo sacrificio a ambas familias.","Por otra parte, algunas personas sostienen que un impuesto de diez por ciento impondría el mismo sacrificio a ambas familias.",Algunas personas creen que una impuesto del 10% afectaría igual a ambas familias. (,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,2,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,29,prompting,29,False,4.5,4.5,90.0
102,"Al principio, como ya vimos en el trueque, adoptó la forma de mercancía, pero con el tiempo se transformó en dinero-papel, cuentas corrientes y otras formas.","Al principio, tuvo la forma de mercancía, pero luego se transformó en dinero-papel, cuentas corrientes y otras formas.","Al principio, en el trueque, se convirtió en mercancía. Luego, pasó a ser papel moneda, cuentas corrientes y otras formas.",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,30,prompting,30,False,5.0,5.0,100.0
103,"¿Son estos sólo sueños, o son metas reales?",¿Estos son sólo sueños o son metas reales?,"Son estos sueños o metas reales? Respuesta clara: Son lo que, realmente? Version simplified: Are these just dreams or real goals?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,31,prompting,31,True,0.0,0.0,0.0
104,"En los pueblos donde el principio de la elección se extiende a todo, no hay propiamente hablando carrera pública.",En los pueblos donde el principio de la elección se extiende a todo no existe la carrera pública.,"En poblados donde todos pueden votar, no hay verdadera carrera política.",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,32,prompting,32,False,5.0,5.0,100.0
105,"Sin entusiasmo, dijo alguien famoso, nunca se ha podido realizar nada grande.",Sin entusiasmo no se logró nada grande.,Famosa persona dijo desentusiastamente: nada grande se ha logrado sin entusiasmo.,1.0,5.0,3.0,3.0,3.0,1.0,5.0,2.9,2,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,33,prompting,33,False,2.9,2.9,57.99999999999999
106,"Por tanto, este método calcula interés sobre interés.","Por eso, este método calcula interés sobre interés.","Este método calcula intereses sobre intereses, lo que significa añadir intereses a los intereses existentes. (",3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,2,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,34,prompting,34,False,4.5,4.5,90.0
107,"El resultado es aproximado a $300,000 en seis años.",El resultado es aproximadamente trescientos mil dólares en seis años.,Se obtiene un resultado aproximado de trescientos mil dólares en seis años.,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,35,prompting,35,False,5.0,5.0,100.0
108,Documente todos sus gastos e ingresos o compárelos con lo que usted planificó que iba a gastar en el mes.,Documente todos sus gastos e ingresos y compárelos con lo que usted planificó que iba a gastar en el mes.,Registra todos tus gastos y ingresos o comparalos con lo que planeabas gastar en un mes. (,3.0,5.0,3.0,3.0,5.0,3.0,5.0,3.8,2,zero-shot_hariel_mistral_hariel_mistral_cfg_1_R4,36,prompting,36,False,3.8,3.8,76.0
109,"No tiene incentivos ni motivación, dos elementos esenciales en ambientes de competencia.",No tiene sentido ni motivación. Estos elementos son esenciales para la competencia.,"No tiene incentivos ni motivation, que son importantes en entornos competitivos. (Translation: He has no incentives nor motivation, which are essential in competitive environments.) Simplified version: He lacks incentives and motivation, key elements in competitive situations.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,zero-shot_nancy_mistral_nancy_mistral_cfg_2_R4,1,prompting,1,True,0.0,0.0,0.0
110,"En los procesos de importaciones y exportaciones intervienen, además de clientes y proveedores, instituciones del Estado y los bancos, tal como se indica en el siguiente recuadro:",Clientes y proveedores intervienen en las importancias y exportaciones. También lo hacen las instituciones estatales y los banco como se indica a continuación:,"During imports and exports, besides clients and suppliers, there are also government institutions and banks involved. (Simple version: In importing and exporting, it's not just clients and providers; the government and banks are involved as well.)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,zero-shot_nancy_mistral_nancy_mistral_cfg_2_R4,2,prompting,2,True,0.0,0.0,0.0
111,"El robo de identidad ocurre cuando su información personal, tal como su nombre, número de cuenta, o número de cédula de identidad se usan sin su conocimiento para cometer un fraude o robo.","El robo de identidad ocurre cuando su información personal como su nombre, número de cuenta, o número de cédula de identidad se usan sin su conocimiento para cometer un fraude o robo.","Robo de identidad suele ocurrir cuando alguien utiliza tu información personal, como nombre, números de cuenta o número de cédula, sin tu consentimiento, para cometer fraudes o hurto.",5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.7,3,zero-shot_nancy_mistral_nancy_mistral_cfg_2_R4,3,prompting,3,False,4.7,4.7,94.0
112,"Los sueños de los niños tienen una gran variedad que va desde Tarzán hasta el Agente 007, pasando por Superman.",Los sueños de los niños son variados y van desde Tarzán hasta el Agente 007 y Superman.,"Niños soñan con muchas cosas, desde Tarzán hasta Agent 007, incluyendo a Superman.",5.0,3.0,1.0,5.0,3.0,3.0,5.0,3.5,3,zero-shot_nancy_mistral_nancy_mistral_cfg_2_R4,4,prompting,4,False,3.5,3.5,70.0
113,Expresiones como soborno y cohecho se refieren a ilícitos vinculados a la compra de la voluntad de un individuo para provecho personal.,Expresiones como soborno y cohecho se refieren a delitos vinculados a comprar la voluntad de alguien para provecho personal.,"Expresiones ""soborno"" y ""cohecho"" se referen a actos ilegales relacionados con la compra de alguien su voluntad para beneficio propio. (Expressions ""bribe"" and ""extortion"" refer to illegal acts related to buying someone's will for personal gain.)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,zero-shot_nancy_mistral_nancy_mistral_cfg_2_R4,5,prompting,5,True,0.0,0.0,0.0
114,"DIRECCIÓN DE PRESUPUESTO (DIPRES): ""formula y lleva el control presupuestario de la nación.""",DIRECCIÓN DE PRESUPUESTO: formula y lleva el control presupuestario de la nación.,DIPRES es quien diseña y administra el presupuesto nacional.,5.0,5.0,5.0,3.0,3.0,5.0,5.0,4.6,3,zero-shot_nancy_mistral_nancy_mistral_cfg_2_R4,6,prompting,6,False,4.6,4.6,92.0
115,"Interés compuesto: Es la suma del capital y el interés acumulado, que se va multiplicando según los plazos convenidos. La tasa de interés es el porcentaje que se aplica a un préstamo o inversión realizada.",El interés compuesto es la suma del capital y el interés acumulado. La tasa de interés es el porcentaje aplicado a un préstamo o inversión realizada.,"Interés compuesto: Es la suma de capital y intereses acumulados, que aumentan según los plazos acordados. La tasa de interés es el porcentaje aplicado a un préstamo o inversión. Translation: Compound interest: It is the sum of principal and accumulated interest that grows according to agreed-upon terms. The rate of interest is the percentage applied to a loan or investment.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,zero-shot_nancy_mistral_nancy_mistral_cfg_2_R4,7,prompting,7,True,0.0,0.0,0.0
116,La producción en un país se realiza mediante lo que se conoce como factores de producción y de los cuales nos ocuparemos en detalle más adelante.,A través de los factores de producción se realiza la producción en un país. Más adelante nos ocuparemos en detalle de estos factores.,"Produccion de un pais se hace usando factores de produccion, sobre estos hablaremos mas tarde en detalle. (Production in a country is done using production factors, which we will discuss in detail later.)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,zero-shot_nancy_mistral_nancy_mistral_cfg_2_R4,8,prompting,8,True,0.0,0.0,0.0
117,"A pesar de que algunos critican al intermediario, se necesita a este individuo en la economía.","Aunque algunas personas critican al intermediario, este individuo es necesario en la economía.","Algunas personas criticaban al intermediario, pero era necesario para la economía. Simplified version: Some people criticized the intermediary, but he was necessary for the economy.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,zero-shot_nancy_mistral_nancy_mistral_cfg_2_R4,9,prompting,9,True,0.0,0.0,0.0
118,El impuesto a los réditos es también un buen instrumento para conocer el monto de las rentas y de la riqueza nacional.,El impuesto a las utilidades también es un buen método para conocer el monto de las rentas y de la riqueza nacional.,El impuesto sobre el ingreso es útil para saber cuánto gana la nación.,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,zero-shot_nancy_mistral_nancy_mistral_cfg_2_R4,10,prompting,10,False,5.0,5.0,100.0
