row_id,idFinal,source_text,reference_text,idcod,atr0,atr1,atr2,atr3,atr4,atr5,atr6,atr7,atr8,lex,rules_list,n_rules,main_rule,main_rule_name,families_list,n_families,main_family,src_words,src_sentences,has_number,has_money,has_percent,n_rules_bucket,length_bucket,lex_bucket,stratum,split_stratum
5,74_LibroBAC.pdf,"Luego de haber obtenido la anterior información y haber hecho acopio de las fuentes bibliográficas y virtuales respectivas, el equipo procedió a realizar la redacción o construcción del libro.",El equipo realizó la redacción del libro luego de obtener la información anterior y reunir las fuentes bibliográficas y virtuales respectivas.,Fiorella,19.0,5.0,6.0,1.0,,,,,,1,"[19, 5, 6, 1]",4,19.0,Sentence Order,"['structural', 'reduction', 'lexical']",3,structural,29,1,0,0,0,r4plus,long,1,fam=structural | rules=r4plus | len=long | num=0 | lex=1,fam=structural | rules=r4plus | len=long
463,17555_LibroBAC.pdf,"Capital: Factor de producción constituido por inmuebles, maquinaria o instalaciones de cualquier género y también algunos derechos o valores, que en colaboración con otros factores, principalmente el trabajo, se destina a la supervivencia o a la producción.","El capital es el factor de producción constituido por inmuebles, maquinaria o instalaciones de cualquier tipo y algunos derechos o valores. Este se destina a la supervivencia o producción junto con otros factores.",Fiorella,3.0,15.0,4.0,5.0,19.0,16.0,,,,0,"[3, 15, 4, 5, 19, 16]",6,3.0,Visual Reference Dependence,"['reduction', 'structural', 'lexical']",3,reduction,37,1,0,0,0,r4plus,long,0,fam=reduction | rules=r4plus | len=long | num=0 | lex=0,fam=reduction | rules=r4plus | len=long
468,17573_LibroBAC.pdf,Contraprestación: Prestación que debe una parte contratante por razón de la que ha recibido o debe recibir de la otra.,La contraprestación es una prestación adeudada por un contratante que ha recibido o debe recibir de otro contratante.,Fiorella,3.0,6.0,5.0,,,,,,,0,"[3, 6, 5]",3,3.0,Visual Reference Dependence,"['reduction', 'lexical']",2,reduction,20,1,0,0,0,r3,medium,0,fam=reduction | rules=r3 | len=medium | num=0 | lex=0,fam=reduction | rules=r3 | len=medium
473,17588_LibroBAC.pdf,"Dinero negro: Son las cantidades de dinero que no han sido declaradas al Ministerio de Hacienda o Secretaría de Hacienda de cada país, que es el responsable de las finanzas, las cuentas del Estado y de la tributación nacional.","El dinero negro son las cantidades de dinero sin declarar al Ministerio de Hacienda o Secretaría de Hacienda de cada país. Esta entidad es la responsable de las finanzas, cuentas del Estado y de la tributación nacional.",Fiorella,3.0,15.0,6.0,5.0,,,,,,0,"[3, 15, 6, 5]",4,3.0,Visual Reference Dependence,"['reduction', 'structural', 'lexical']",3,reduction,39,1,0,0,0,r4plus,long,0,fam=reduction | rules=r4plus | len=long | num=0 | lex=0,fam=reduction | rules=r4plus | len=long
479,17603_LibroBAC.pdf,"El seguimiento o monitoreo: Permite visualizar la puesta en marcha y el cumplimiento del plan de acción, para contribuir al logro de sus objetivos y metas, así como plantear recomendaciones para evitar desviaciones; es decir, una forma de evaluación concurrente. Incluye también la evaluación.","El seguimiento o monitoreo permite visualizar el comienzo y cumplimiento del plan de acción. Así, contribuye al logro de sus metas y a plantear recomendaciones para evitar desviaciones. Es decir, es una forma de evaluación concurrente.",Fiorella,3.0,15.0,6.0,21.0,5.0,,,,,0,"[3, 15, 6, 21, 5]",5,3.0,Visual Reference Dependence,"['reduction', 'structural', 'lexical']",3,reduction,44,2,0,0,0,r4plus,long,0,fam=reduction | rules=r4plus | len=long | num=0 | lex=0,fam=reduction | rules=r4plus | len=long
480,17607_LibroBAC.pdf,"Elusión tributaria: Es una figura consistente en no pagar determinados impuestos que se han establecido, amparándose en subterfugios o resquicios legales, no previstos por el legislador en el momento de redactar la ley.","La elusión tributaria consiste en no pagar determinados impuestos establecidos mediante evasivas o vacíos legales. Así, se utilizan los puntos imprevistos por el legislador al redactar la ley.",Fiorella,3.0,15.0,5.0,6.0,2.0,1.0,,,,1,"[3, 15, 5, 6, 2, 1]",6,3.0,Visual Reference Dependence,"['reduction', 'structural', 'lexical']",3,reduction,33,1,0,0,0,r4plus,long,1,fam=reduction | rules=r4plus | len=long | num=0 | lex=1,fam=reduction | rules=r4plus | len=long
481,17609_LibroBAC.pdf,"Emprendedor o emprendedora: Persona con ideas innovadoras y de visión para iniciar una empresa o negocio, teniendo en cuenta la información pertinente, especialmente de mercadeo y financiera, que le ayuda a concretar sus ideas, con mayor grado de seguridad.",Un emprendedor es una persona con ideas innovadoras para iniciar una empresa o negocio según la información sobre mercadeo y finanzas. Esta información le ayuda a concretar sus ideas con más seguridad.,Fiorella,3.0,15.0,5.0,12.0,16.0,6.0,,,,0,"[3, 15, 5, 12, 16, 6]",6,3.0,Visual Reference Dependence,"['reduction', 'structural', 'morphosyntactic', 'lexical']",4,reduction,39,1,0,0,0,r4plus,long,0,fam=reduction | rules=r4plus | len=long | num=0 | lex=0,fam=reduction | rules=r4plus | len=long
484,17616_LibroBAC.pdf,"Erogación: Distribuir, repartir bienes o caudales. Destinar dinero para algunas obligaciones.",Erogar es distribuir bienes o caudales o destinar dinero para algunas obligaciones.,Fiorella,3.0,5.0,,,,,,,,0,"[3, 5]",2,3.0,Visual Reference Dependence,['reduction'],1,reduction,11,2,0,0,0,r2,short,0,fam=reduction | rules=r2 | len=short | num=0 | lex=0,fam=reduction | rules=r2 | len=short
490,17631_LibroBAC.pdf,Factores de producción: Diferentes elementos que determinan el proceso productivo para obtener mercancías o bienes.,Los factores de producción son diferentes elementos determinantes del proceso productivo para obtener mercancías o bienes.,Fiorella,3.0,6.0,,,,,,,,0,"[3, 6]",2,3.0,Visual Reference Dependence,"['reduction', 'lexical']",2,reduction,15,1,0,0,0,r2,medium,0,fam=reduction | rules=r2 | len=medium | num=0 | lex=0,fam=reduction | rules=r2 | len=medium
493,17638_LibroBAC.pdf,"Finanzas: Rama de la administración de empresas que se ocupa de la obtención y determinación de los flujos de fondos que requiere la empresa, además de distribuir y administrar esos fondos entre los diversos activos, plazos y fuentes de financiamiento, con el objeto de maximizar el valor económico de la misma.","Las finanzas son la rama de la administración empresarial encargada de obtener y determinar los flujos de fondos requeridos por la empresa. Además, distribuye y administra esos fondos entre los activos, plazos y fuentes de financiamiento para maximizar el valor económico de la empresa.",Fiorella,3.0,15.0,6.0,5.0,,,,,,0,"[3, 15, 6, 5]",4,3.0,Visual Reference Dependence,"['reduction', 'structural', 'lexical']",3,reduction,51,1,0,0,0,r4plus,long,0,fam=reduction | rules=r4plus | len=long | num=0 | lex=0,fam=reduction | rules=r4plus | len=long
497,17648b_LibroBAC.pdf,"Garantía Fiduciaria: Consiste en que el solicitante del crédito presenta una o varias personas fiadoras que deben tener ciertos requisitos, como un monto mínimo de ingreso que pueda responder por el crédito, en caso que no se pague el préstamo por parte de la persona que lo solicite.","En una garantía fiduciaria, el solicitante del crédito presenta personas fiadoras con ciertos requisitos para responder si no paga el préstamo. Un ejemplo de requisito es un monto mínimo de ingreso.",Fiorella,3.0,15.0,5.0,6.0,16.0,19.0,17.0,,,0,"[3, 15, 5, 6, 16, 19, 17]",7,3.0,Visual Reference Dependence,"['reduction', 'structural', 'lexical']",3,reduction,48,1,0,0,0,r4plus,long,0,fam=reduction | rules=r4plus | len=long | num=0 | lex=0,fam=reduction | rules=r4plus | len=long
498,17656_LibroBAC.pdf,"Gastos fijos: Son los gastos que se deben cumplir forzosamente, de modo que si no se hace seguramente se enfrentarán serios problemas.",Los gastos fijos son aquellos que se deben cumplir forzosamente para evitar problemas.,Fiorella,3.0,6.0,5.0,,,,,,,0,"[3, 6, 5]",3,3.0,Visual Reference Dependence,"['reduction', 'lexical']",2,reduction,22,1,0,0,0,r3,medium,0,fam=reduction | rules=r3 | len=medium | num=0 | lex=0,fam=reduction | rules=r3 | len=medium
499,17658_LibroBAC.pdf,"Globalización: Proceso por el que la creciente comunicación e interdependencia entre los distintos países del mundo; unifica mercados, sociedades y culturas, a través de una serie de transformaciones sociales, económicas y políticas que les dan un carácter global.","La globalización es el proceso unificador de mercados, sociedades y culturas mediante la creciente comunicación e interdependencia internacional. El carácter global se obtiene a través de una serie de transformaciones sociales, económicas y políticas.",Fiorella,3.0,15.0,21.0,6.0,19.0,,,,,0,"[3, 15, 21, 6, 19]",5,3.0,Visual Reference Dependence,"['reduction', 'structural', 'lexical']",3,reduction,38,1,0,0,0,r4plus,long,0,fam=reduction | rules=r4plus | len=long | num=0 | lex=0,fam=reduction | rules=r4plus | len=long
501,17664_LibroBAC.pdf,"Historial de Crédito: Informe que contiene información personal, registro de sus solicitudes recientes de crédito y cualquier registro público tal como bancarrota o gravamen por impuestos, además de otros datos relacionados con el cliente.","El historial de crédito es un informe sobre información personal y registro de solicitudes crediticias recientes. Además, incluye cualquier registro público, como bancarrota o gravamen por impuestos, y otros datos relacionados al cliente.",Fiorella,3.0,15.0,6.0,9.0,,,,,,0,"[3, 15, 6, 9]",4,3.0,Visual Reference Dependence,"['reduction', 'structural', 'lexical', 'morphosyntactic']",4,reduction,34,1,0,0,0,r4plus,long,0,fam=reduction | rules=r4plus | len=long | num=0 | lex=0,fam=reduction | rules=r4plus | len=long
502,17666_LibroBAC.pdf,"Impuesto: Cuota involuntaria o impositiva pagada por un individuo, una empresa o una institución a un organismo público (central o local), la cual puede ser pagada en dinero efectivo o por cualquier otro medio de pago como cheque o tarjeta.","El impuesto es una cuota involuntaria pagada por un individuo, empresa o institución a un organismo público. Se debe pagar en efectivo u otro medio de pago, como cheque o tarjeta.",Fiorella,3.0,15.0,16.0,5.0,6.0,,,,,0,"[3, 15, 16, 5, 6]",5,3.0,Visual Reference Dependence,"['reduction', 'structural', 'lexical']",3,reduction,40,1,0,0,0,r4plus,long,0,fam=reduction | rules=r4plus | len=long | num=0 | lex=0,fam=reduction | rules=r4plus | len=long
503,17670_LibroBAC.pdf,"Inflación: Aumento continuo y sostenido del nivel general de precios de la economía, o alza generalizada en los precios de los bienes que se transan en una economía e indica el deterioro adquisitivo del dinero.","La inflación es el aumento continuo del nivel general de precios de la economía. También, es el alza generalizada en los precios de los bienes negociados en una economía e indica el deterioro adquisitivo del dinero.",Fiorella,3.0,15.0,5.0,6.0,,,,,,0,"[3, 15, 5, 6]",4,3.0,Visual Reference Dependence,"['reduction', 'structural', 'lexical']",3,reduction,35,1,0,0,0,r4plus,long,0,fam=reduction | rules=r4plus | len=long | num=0 | lex=0,fam=reduction | rules=r4plus | len=long
505,17674_LibroBAC.pdf,"Ingreso lineal: Es aquel que se recibe como producto de un trabajo que se realiza y que desaparece si se deja de realizar dicho trabajo. Las personas que tienen un empleo y las personas que trabajan de forma independiente como algunos profesionales en las áreas de medicina, contabilidad, abogacía, odontología, consultorías y otras, perciben ingresos lineales.",El ingreso lineal es el recibido como producto de un trabajo realizado. Este desaparece si se deja de realizar dicho trabajo. Los empleados y trabajadores independientes reciben ingresos lineales.,Fiorella,15.0,5.0,3.0,6.0,4.0,16.0,,,,0,"[15, 5, 3, 6, 4, 16]",6,15.0,Sentence Length,"['structural', 'reduction', 'lexical']",3,structural,56,2,0,0,0,r4plus,long,0,fam=structural | rules=r4plus | len=long | num=0 | lex=0,fam=structural | rules=r4plus | len=long
506,17677_LibroBAC.pdf,"Ingreso: Son todas las entradas financieras que recibe una persona, una familia, una empresa, una organización, un gobierno, etc. por cualquier tipo de actividad legal que realice (un trabajo, un negocio, intereses, ventas, etc.","El ingreso son las entradas financieras recibidas por una persona, familia, empresa, organización, gobierno, entre otros, por cualquier tipo de actividad legal realizada.",Fiorella,15.0,3.0,5.0,6.0,13.0,,,,,0,"[15, 3, 5, 6, 13]",5,15.0,Sentence Length,"['structural', 'reduction', 'lexical']",3,structural,34,2,0,0,0,r4plus,long,0,fam=structural | rules=r4plus | len=long | num=0 | lex=0,fam=structural | rules=r4plus | len=long
508,564_LibroUAC_Sincopyright.pdf,"En países subdesarrollados o en sectores específicos de la economía, la rentabilidad de inversiones alcanza porcentajes mucho más elevados.",La rentabilidad de inversiones alcanza porcentajes más elevados en países subdesarrollados o en sectores económicos específicos.,Fiorella,19.0,21.0,5.0,6.0,,,,,,0,"[19, 21, 5, 6]",4,19.0,Sentence Order,"['structural', 'reduction', 'lexical']",3,structural,19,1,0,0,0,r4plus,medium,0,fam=structural | rules=r4plus | len=medium | num=0 | lex=0,fam=structural | rules=r4plus | len=medium
509,565_LibroUAC_Sincopyright.pdf,"El lucro, en cambio, aunque es un sinónimo de utilidad, ganancias o beneficio, es la expresión peyorativa de la utilidad.","En cambio, el lucro es la expresión despectiva de utilidad, aunque es sinónimo de utilidad, ganancias o beneficio.",Fiorella,19.0,21.0,1.0,5.0,,,,,,1,"[19, 21, 1, 5]",4,19.0,Sentence Order,"['structural', 'lexical', 'reduction']",3,structural,20,1,0,0,0,r4plus,medium,1,fam=structural | rules=r4plus | len=medium | num=0 | lex=1,fam=structural | rules=r4plus | len=medium
511,567_LibroUAC_Sincopyright.pdf,Hay quienes opinan principalmente en sectores libremercadistasque la utilidad no debe tener límites y que el tope de su monto lo pone solo la satisfacción que el consumidor determine para los bienes y servicios que consume.,Algunos opinan que la utilidad no debe limitarse y el monto máximo lo determina el consumidor según los bienes y servicios consumidos.,Fiorella,15.0,6.0,16.0,21.0,5.0,,,,,0,"[15, 6, 16, 21, 5]",5,15.0,Sentence Length,"['structural', 'lexical', 'reduction']",3,structural,36,1,0,0,0,r4plus,long,0,fam=structural | rules=r4plus | len=long | num=0 | lex=0,fam=structural | rules=r4plus | len=long
512,568_LibroUAC_Sincopyright.pdf,La inflación es un fenómeno económico que consiste en el alza constante de precios de bienes y servicios.,La inflación es un fenómeno económico y consiste en el alza constante de precios de bienes y servicios.,Fiorella,21.0,17.0,,,,,,,,0,"[21, 17]",2,21.0,Use of Complex Punctuation Marks,['structural'],1,structural,18,1,0,0,0,r2,medium,0,fam=structural | rules=r2 | len=medium | num=0 | lex=0,fam=structural | rules=r2 | len=medium
517,578_LibroUAC_Sincopyright.pdf, Lo mismo sucede si la producción se mantiene y la demanda cambia o si ocurren modificaciones simultáneas en ambas partes de la ecuación.,Sucede lo mismo si la producción se mantiene y la demanda cambia o si se modifica simultáneamente ambas partes de la ecuación.,Fiorella,19.0,6.0,,,,,,,,0,"[19, 6]",2,19.0,Sentence Order,"['structural', 'lexical']",2,structural,23,1,0,0,0,r2,medium,0,fam=structural | rules=r2 | len=medium | num=0 | lex=0,fam=structural | rules=r2 | len=medium
522,582b_LibroUAC_Sincopyright.pdf,"Esto significa que la inflación del período analizado es de 5 %, que es lo mismo que decir que el costo de la vida subió en un 5 %.","Es decir, la inflación del periodo analizado es del cinco por ciento, por lo tanto, el costo de vida subió en un cinco por ciento.",Fiorella,14.0,21.0,6.0,,,,,,,0,"[14, 21, 6]",3,14.0,Use of Numerical Expressions,"['structural', 'lexical']",2,structural,29,1,1,0,1,r3,long,0,fam=structural | rules=r3 | len=long | num=1 | lex=0,fam=structural | rules=r3 | len=long
524,585_LibroUAC_Sincopyright.pdf,"Los efectos que produce la inflación son siempre negativos e impactan en la economía general, en las empresas y en las personas.","Los efectos producidos por la inflación siempre son negativos e impactan en la economía general, en las empresas y en las personas.",Fiorella,6.0,19.0,,,,,,,,0,"[6, 19]",2,6.0,Complex Phrases,"['lexical', 'structural']",2,lexical,22,1,0,0,0,r2,medium,0,fam=lexical | rules=r2 | len=medium | num=0 | lex=0,fam=lexical | rules=r2 | len=medium
525,586_LibroUAC_Sincopyright.pdf,"En la economía general hacen subir los precios, afecta el empleo y empobrece a la población; en las empresas obliga a subir los precios, se confunde inflación con tasas de interés y bajan las utilidades; y en las personas genera que el mismo sueldo alcance para menos productos y servicios y se pierden empleos e ingresos.","Hacen subir los precios, afecta el empleo y empobrece a la población en la economía general. Obliga a subir los precios, se confunde inflación con tasas de interés y bajan las utilidades en las empresas. Además, genera un sueldo menos rendidor y se pierden empleos e ingresos en lo individual.",Fiorella,15.0,21.0,19.0,6.0,,,,,,0,"[15, 21, 19, 6]",4,15.0,Sentence Length,"['structural', 'lexical']",2,structural,56,1,0,0,0,r4plus,long,0,fam=structural | rules=r4plus | len=long | num=0 | lex=0,fam=structural | rules=r4plus | len=long
530,596_LibroUAC_Sincopyright.pdf,Se aplica en la rentabilidad de las inversiones (es lo que se gana) y en los créditos como costo de préstamo (gasto por interés).,Se aplica en la rentabilidad de las inversiones y en los créditos como costo de préstamo.,Fiorella,3.0,16.0,,,,,,,,0,"[3, 16]",2,3.0,Visual Reference Dependence,['reduction'],1,reduction,24,1,0,0,0,r2,medium,0,fam=reduction | rules=r2 | len=medium | num=0 | lex=0,fam=reduction | rules=r2 | len=medium
533,605_LibroUAC_Sincopyright.pdf,"En sus actividades comerciales, las empresas invierten dinero para producir y vender productos y servicios lo que les proporciona utilidades para reinvertir y mantener el negocio o para distribuirlas entre sus propietarios.",Las empresas invierten dinero en sus actividades comerciales para producir y vender productos y servicios. Esto les proporciona utilidades para reinvertir y mantener el negocio o para distribuirlas entre sus propietarios.,Fiorella,15.0,19.0,,,,,,,,0,"[15, 19]",2,15.0,Sentence Length,['structural'],1,structural,32,1,0,0,0,r2,long,0,fam=structural | rules=r2 | len=long | num=0 | lex=0,fam=structural | rules=r2 | len=long
535,612_LibroUAC_Sincopyright.pdf,En términos técnicos se dice que en las empresas las inversiones son «los activos» y las fuentes de financiamiento son «los pasivos» y el patrimonio (capital y utilidades).,"En términos técnicos, las inversiones son los activos y las fuentes de financiamiento son los pasivos y el patrimonio, como el capital y las utilidades.",Fiorella,15.0,21.0,5.0,16.0,,,,,,0,"[15, 21, 5, 16]",4,15.0,Sentence Length,"['structural', 'reduction']",2,structural,28,1,0,0,0,r4plus,long,0,fam=structural | rules=r4plus | len=long | num=0 | lex=0,fam=structural | rules=r4plus | len=long
536,613_LibroUAC_Sincopyright.pdf,"Patrimonio suma de los recursos de propiedad personal o empresarial, descontadas las deudas sobre estos.",El patrimonio es la suma de los recursos de propiedad personal o empresarial sin las deudas respectivas.,Fiorella,3.0,6.0,,,,,,,,0,"[3, 6]",2,3.0,Visual Reference Dependence,"['reduction', 'lexical']",2,reduction,15,1,0,0,0,r2,medium,0,fam=reduction | rules=r2 | len=medium | num=0 | lex=0,fam=reduction | rules=r2 | len=medium
538,615_LibroUAC_Sincopyright.pdf,"Pasivos deuda adquirida en el pasado que, para pagarla en el presente o futuro, se requiere de activos.",Los pasivos son una deuda adquirida anteriormente y se requiere de activos para pagarla actual o futuramente.,Fiorella,3.0,6.0,16.0,,,,,,,0,"[3, 6, 16]",3,3.0,Visual Reference Dependence,"['reduction', 'lexical']",2,reduction,18,1,0,0,0,r3,medium,0,fam=reduction | rules=r3 | len=medium | num=0 | lex=0,fam=reduction | rules=r3 | len=medium
540,619_LibroUAC_Sincopyright.pdf,"Legalmente, para liquidar (pagar) las deudas se embargan y rematan bienes.","Legalmente, se embargan y rematan bienes para liquidar o pagar las deudas.",Fiorella,19.0,3.0,16.0,,,,,,,0,"[19, 3, 16]",3,19.0,Sentence Order,"['structural', 'reduction']",2,structural,11,1,0,0,0,r3,short,0,fam=structural | rules=r3 | len=short | num=0 | lex=0,fam=structural | rules=r3 | len=short
541,623_LibroUAC_Sincopyright.pdf,"En caso contrario, la empresa deja de ser viable y cesará en sus funciones por quiebra.","Al contrario, la empresa se vuelve inviable y cesará sus funciones por bancarrota.",Fiorella,6.0,4.0,,,,,,,,0,"[6, 4]",2,6.0,Complex Phrases,['lexical'],1,lexical,16,1,0,0,0,r2,medium,0,fam=lexical | rules=r2 | len=medium | num=0 | lex=0,fam=lexical | rules=r2 | len=medium
542,625_LibroUAC_Sincopyright.pdf,"Estas compiten entre sí por tener clientes tal y como, en una competencia de atletismo, los corredores luchan por quién llega primero a la meta.",Estas compiten entre sí por tener clientes como los corredores luchan por llegar primeros a la meta.,Fiorella,5.0,16.0,21.0,6.0,,,,,,0,"[5, 16, 21, 6]",4,5.0,Unnecessary Words,"['reduction', 'structural', 'lexical']",3,reduction,25,1,0,0,0,r4plus,long,0,fam=reduction | rules=r4plus | len=long | num=0 | lex=0,fam=reduction | rules=r4plus | len=long
546,633_LibroUAC_Sincopyright.pdf,"Le compra a aquella que, a su entender, le ofrece las mejores condiciones de acuerdo con sus posibilidades de compra.",Le compra a la que le ofrece mejores condiciones según sus posibilidades de compra.,Fiorella,16.0,6.0,5.0,,,,,,,0,"[16, 6, 5]",3,16.0,Parenthetical Phrases,"['reduction', 'lexical']",2,reduction,20,1,0,0,0,r3,medium,0,fam=reduction | rules=r3 | len=medium | num=0 | lex=0,fam=reduction | rules=r3 | len=medium
549,641_LibroUAC_Sincopyright.pdf,Mientras la situación se mantenga siempre tendrá el primer lugar.,Siempre tendrá el primer lugar mientras se mantenga la situación.,Fiorella,21.0,19.0,,,,,,,,0,"[21, 19]",2,21.0,Use of Complex Punctuation Marks,['structural'],1,structural,10,1,0,0,0,r2,short,0,fam=structural | rules=r2 | len=short | num=0 | lex=0,fam=structural | rules=r2 | len=short
550,642_LibroUAC_Sincopyright.pdf,"No tiene incentivos ni motivación, dos elementos esenciales en ambientes de competencia.",No tiene sentido ni motivación. Estos elementos son esenciales para la competencia.,Fiorella,16.0,6.0,,,,,,,,0,"[16, 6]",2,16.0,Parenthetical Phrases,"['reduction', 'lexical']",2,reduction,12,1,0,0,0,r2,short,0,fam=reduction | rules=r2 | len=short | num=0 | lex=0,fam=reduction | rules=r2 | len=short
554,647_LibroUAC_Sincopyright.pdf,"Todos son de competencia imperfecta porque existe o un solo comprador, o un solo vendedor o se practica la colusión.",Todos tienen competencia imperfecta porque existe un solo comprador o vendedor o hay corrupción.,Fiorella,6.0,5.0,1.0,,,,,,,1,"[6, 5, 1]",3,6.0,Complex Phrases,"['lexical', 'reduction']",2,lexical,20,1,0,0,0,r3,medium,1,fam=lexical | rules=r3 | len=medium | num=0 | lex=1,fam=lexical | rules=r3 | len=medium
555,650_LibroUAC_Sincopyright.pdf,"El precio de los bienes o servicios es determinado por el comprador ya que, al ser único, posee el poder de mercado y los numerosos oferentes deben adaptarse a sus exigencias.","El comprador determina el precio de los bienes o servicios por ser el único. Es decir, posee el poder mercantil y los numerosos vendedores deben adaptarse a sus exigencias.",Fiorella,15.0,18.0,16.0,6.0,1.0,,,,,1,"[15, 18, 16, 6, 1]",5,15.0,Sentence Length,"['structural', 'reduction', 'lexical']",3,structural,31,1,0,0,0,r4plus,long,1,fam=structural | rules=r4plus | len=long | num=0 | lex=1,fam=structural | rules=r4plus | len=long
561,657_LibroUAC_Sincopyright.pdf,Oligopolio es una situación del mercado en la que el número de empresas vendedoras es muy reducido de manera que controlan y acaparan las ventas de determinados productos como si hubiera monopolio.,"El oligopolio es cuando hay un número reducido de empresas vendedoras. Por esto, controlan y acaparan las ventas de determinados productos como un monopolio.",Fiorella,15.0,6.0,5.0,,,,,,,0,"[15, 6, 5]",3,15.0,Sentence Length,"['structural', 'lexical', 'reduction']",3,structural,32,1,0,0,0,r3,long,0,fam=structural | rules=r3 | len=long | num=0 | lex=0,fam=structural | rules=r3 | len=long
567,665_LibroUAC_Sincopyright.pdf,"No obstante, lo negativo de esta forma de controlar la competencia de mercados, se contrapone a voces libremercadistas que le atribuyen al «cartel» propiedades para ordenar y regular los mercados.","No obstante, lo negativo de este control de la competencia contrasta con la opinión libremercadista. Esta última destaca el ordenamiento y regulación mercantil del cartel.",Fiorella,15.0,6.0,5.0,4.0,2.0,21.0,19.0,,,0,"[15, 6, 5, 4, 2, 21, 19]",7,15.0,Sentence Length,"['structural', 'lexical', 'reduction']",3,structural,30,1,0,0,0,r4plus,long,0,fam=structural | rules=r4plus | len=long | num=0 | lex=0,fam=structural | rules=r4plus | len=long
569,672_LibroUAC_Sincopyright.pdf,"La economía nacional es una economía de sector primario; es decir, productora y exportadora, en particular de materias primas, e importadora esencialmente de productos elaborados.","La economía nacional es del sector primario. Es decir, es productora y exportadora principalmente de materias primas e importa esencialmente productos elaborados.",Fiorella,15.0,21.0,5.0,16.0,6.0,,,,,0,"[15, 21, 5, 16, 6]",5,15.0,Sentence Length,"['structural', 'reduction', 'lexical']",3,structural,25,1,0,0,0,r4plus,long,0,fam=structural | rules=r4plus | len=long | num=0 | lex=0,fam=structural | rules=r4plus | len=long
571,677_LibroUAC_Sincopyright.pdf,"En los procesos de importaciones y exportaciones intervienen, además de clientes y proveedores, instituciones del Estado y los bancos, tal como se indica en el siguiente recuadro:",Clientes y proveedores intervienen en las importancias y exportaciones. También lo hacen las instituciones estatales y los banco como se indica a continuación:,Fiorella,15.0,19.0,16.0,6.0,9.0,5.0,,,,0,"[15, 19, 16, 6, 9, 5]",6,15.0,Sentence Length,"['structural', 'reduction', 'lexical', 'morphosyntactic']",4,structural,27,1,0,0,0,r4plus,long,0,fam=structural | rules=r4plus | len=long | num=0 | lex=0,fam=structural | rules=r4plus | len=long
574,686_LibroUAC_Sincopyright.pdf,"Japón con un 10,6 % y Brasil con 5,5 %.",Japón y Brasil.,Fiorella,14.0,21.0,5.0,,,,,,,0,"[14, 21, 5]",3,14.0,Use of Numerical Expressions,"['structural', 'reduction']",2,structural,10,1,1,0,1,r3,short,0,fam=structural | rules=r3 | len=short | num=1 | lex=0,fam=structural | rules=r3 | len=short
582,1097_LibroUAC_Sincopyright.pdf,"En la actualidad, ambos instrumentos están en desuso pues fueron sustituidos por las calculadoras y los programas computacionales de hojas de cálculo.","Actualmente, ambos instrumentos están en desuso porque las calculadoras y los programas computacionales de hojas calculadoras los sustituyeron.",Fiorella,6.0,18.0,,,,,,,,0,"[6, 18]",2,6.0,Complex Phrases,"['lexical', 'reduction']",2,lexical,22,1,0,0,0,r2,medium,0,fam=lexical | rules=r2 | len=medium | num=0 | lex=0,fam=lexical | rules=r2 | len=medium
584,1102_LibroUAC_Sincopyright.pdf,"Exportaciones según datos del Banco Central, ","Exportaciones según datos del Banco Central,",Fiorella,19.0,6.0,,,,,,,,0,"[19, 6]",2,19.0,Sentence Order,"['structural', 'lexical']",2,structural,6,1,0,0,0,r2,short,0,fam=structural | rules=r2 | len=short | num=0 | lex=0,fam=structural | rules=r2 | len=short
588,1133_LibroUAC_Sincopyright.pdf,"Luego, el desarrollo de la deuda y las cuotas iguales de pago queda como sigue:","Luego, el desarrollo de la deuda y las cuotas iguales queda como a continuación:",Fiorella,21.0,4.0,5.0,,,,,,,0,"[21, 4, 5]",3,21.0,Use of Complex Punctuation Marks,"['structural', 'lexical', 'reduction']",3,structural,15,1,0,0,0,r3,medium,0,fam=structural | rules=r3 | len=medium | num=0 | lex=0,fam=structural | rules=r3 | len=medium
589,597_LibroBAC.pdf,"En Colombia, el CitiBank conformó en el año 2005 una alianza invitando a la Fundación Dividendo por Colombia y al Fondo de Desarrollo Empresarial de la Fundación Corona, para desarrollar e implementar un Programa de Educación Financiera Citifinanzas para el cambio, orientado a mejorar las buenas prácticas y al buen manejo del dinero; es decir, a conocer y entender el sistema financiero, para contribuir al mejoramiento de la competitividad de las microempresas y a una mayor solidez económica familiar y personal.","El CitiBank de Colombia conformó en el año dos mil cinco una alianza con la Fundación Dividendo por Colombia y el Fondo de Desarrollo Empresarial de la Fundación Corona, para implementar un Programa de Educación Financiera llamado Citi, finanzas para el cambio.  El programa Citi, finanzas para el cambio está orientado a entender el sistema financiero para contribuir a una mejor competitividad de las microempresas y a una solidez económica familiar y personal.",María Annette,3.0,15.0,21.0,5.0,6.0,8.0,14.0,,,0,"[3, 15, 21, 5, 6, 8, 14]",7,3.0,Visual Reference Dependence,"['reduction', 'structural', 'lexical', 'morphosyntactic']",4,reduction,81,1,1,0,0,r4plus,long,0,fam=reduction | rules=r4plus | len=long | num=1 | lex=0,fam=reduction | rules=r4plus | len=long
